"funnel_step","funnel_name","user_ids","platform","age_range","total_usd","rides","cancellations","total_reviews","avg_rating","daily_date"
"3","rides_requested","113683","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","113344","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","114108","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","113472","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","113566","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","113601","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","113604","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","113830","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","114171","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","113853","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","114140","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","113494","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","113742","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","114166","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","113914","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","113919","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","100951","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","100796","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","100501","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","100714","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","100810","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","100651","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","100543","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","100219","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","101981","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","101184","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","101763","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","101742","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","101754","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","101279","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","106614","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","106555","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","106503","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","106356","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","105610","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","105798","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","106041","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","106472","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","108590","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","108428","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","108074","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","108764","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","108691","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","107808","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","108211","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","107799","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","103746","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","104172","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","104017","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","103479","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","103388","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","103648","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","114732","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","115262","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","115084","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","115158","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","115210","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","115368","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","114365","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","114574","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","115215","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","114528","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","114366","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","114882","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","114906","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","115066","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","114878","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","114686","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","114754","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","114895","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","114351","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","114749","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","114466","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","114599","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","114577","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","114747","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","114600","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","114869","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","114744","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","114429","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","115347","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","114672","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","114924","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","114788","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","115344","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","115000","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","114380","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","115383","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","114739","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","115002","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","114347","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","115241","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","115108","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","114668","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","115040","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","115185","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","114735","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","115039","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","114980","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","115036","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","114618","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","114859","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","115337","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","115112","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","114559","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","114831","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","114695","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","115030","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","115029","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","114696","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","115327","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","114718","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","115175","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","114397","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","115133","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","114435","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","115320","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","114338","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","115315","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","114970","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","114443","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","114957","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","114645","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","114678","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","113137","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","113148","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","112698","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","112344","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","113174","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","112995","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","112182","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","112349","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","112551","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","112693","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","112943","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","112174","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","112941","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","112195","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","113010","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","112454","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","112421","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","113075","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","112631","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","113035","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","112892","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","112879","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","112273","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","112597","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","112193","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","113142","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","112871","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","112635","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","113105","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","112310","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","112210","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","112993","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","112996","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","112753","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","113144","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","112153","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","112615","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","112655","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","112399","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","112203","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","112735","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","112985","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","113037","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","112484","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","112919","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","112430","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","111893","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","111525","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","111832","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","111097","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","111314","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","111693","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","111982","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","111775","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","111090","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","111064","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","111865","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","111171","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","111689","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","111745","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","102992","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","103004","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","102413","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","103180","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","102746","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","103090","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","102617","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","102961","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","103047","ios","35-44","","1","1","","","2021-11-15"
"3","rides_requested","105254","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","105034","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","105507","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","104926","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","105528","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","105190","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","109605","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","108944","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","109216","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","109412","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","109798","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","109720","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","109583","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","109842","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","109587","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","108959","ios","35-44","","1","0","","","2021-11-15"
"3","rides_requested","109159","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","109762","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","108844","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","113784","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","114075","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","113460","ios","45-54","","1","1","","","2021-11-15"
"3","rides_requested","113654","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","113317","ios","45-54","","1","1","","","2021-11-15"
"3","rides_requested","114293","ios","45-54","","1","1","","","2021-11-15"
"3","rides_requested","113721","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","113868","ios","45-54","","1","1","","","2021-11-15"
"3","rides_requested","114290","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","113367","ios","45-54","","1","1","","","2021-11-15"
"3","rides_requested","114178","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","114252","ios","45-54","","1","1","","","2021-11-15"
"3","rides_requested","113345","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","114030","ios","45-54","","1","1","","","2021-11-15"
"3","rides_requested","113652","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","113568","ios","45-54","","1","1","","","2021-11-15"
"3","rides_requested","113930","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","113878","ios","45-54","","1","1","","","2021-11-15"
"3","rides_requested","113617","ios","45-54","","1","1","","","2021-11-15"
"3","rides_requested","113225","ios","45-54","","1","1","","","2021-11-15"
"3","rides_requested","113624","ios","45-54","","1","1","","","2021-11-15"
"3","rides_requested","114085","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","113461","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","114220","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","113915","ios","45-54","","1","1","","","2021-11-15"
"3","rides_requested","114017","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","114306","ios","45-54","","1","1","","","2021-11-15"
"3","rides_requested","110343","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","110943","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","110965","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","110183","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","106654","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","107260","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","106684","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","106350","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","106287","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","106597","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","106117","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","106190","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","100299","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","100220","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","100792","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","100026","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","100115","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","100231","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","101716","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","102020","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","101664","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","105208","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","105176","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","104672","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","113018","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","112572","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","112951","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","112352","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","112789","ios","45-54","","1","1","","","2021-11-15"
"3","rides_requested","113121","ios","45-54","","1","1","","","2021-11-15"
"3","rides_requested","112332","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","112548","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","112660","ios","45-54","","1","1","","","2021-11-15"
"3","rides_requested","112821","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","112276","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","113168","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","113077","ios","45-54","","1","1","","","2021-11-15"
"3","rides_requested","112429","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","112611","ios","45-54","","1","1","","","2021-11-15"
"3","rides_requested","113080","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","103973","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","103882","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","103702","ios","45-54","","1","1","","","2021-11-15"
"3","rides_requested","103765","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","104343","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","103922","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","114473","ios","45-54","","1","1","","","2021-11-15"
"3","rides_requested","114998","ios","45-54","","1","1","","","2021-11-15"
"3","rides_requested","115339","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","115275","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","115138","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","114604","ios","45-54","","1","1","","","2021-11-15"
"3","rides_requested","114690","ios","45-54","","1","1","","","2021-11-15"
"3","rides_requested","114507","ios","45-54","","1","1","","","2021-11-15"
"3","rides_requested","114703","ios","45-54","","1","1","","","2021-11-15"
"3","rides_requested","115310","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","114765","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","114955","ios","45-54","","1","1","","","2021-11-15"
"3","rides_requested","115292","ios","45-54","","1","1","","","2021-11-15"
"3","rides_requested","114838","ios","45-54","","1","1","","","2021-11-15"
"3","rides_requested","114712","ios","45-54","","1","1","","","2021-11-15"
"3","rides_requested","114889","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","115193","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","114764","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","114991","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","114489","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","115314","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","114513","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","115321","ios","45-54","","1","1","","","2021-11-15"
"3","rides_requested","114354","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","115325","ios","45-54","","1","1","","","2021-11-15"
"3","rides_requested","102395","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","102782","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","111675","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","111981","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","111904","ios","45-54","","1","0","","","2021-11-15"
"3","rides_requested","112018","ios","Unknown","","1","0","","","2021-11-15"
"3","rides_requested","112009","ios","Unknown","","1","1","","","2021-11-15"
"3","rides_requested","111309","ios","Unknown","","1","0","","","2021-11-15"
"3","rides_requested","111874","ios","Unknown","","1","0","","","2021-11-15"
"3","rides_requested","111540","ios","Unknown","","1","0","","","2021-11-15"
"3","rides_requested","112008","ios","Unknown","","1","0","","","2021-11-15"
"3","rides_requested","111946","ios","Unknown","","1","0","","","2021-11-15"
"3","rides_requested","111027","ios","Unknown","","1","0","","","2021-11-15"
"3","rides_requested","111115","ios","Unknown","","1","0","","","2021-11-15"
"3","rides_requested","111995","ios","Unknown","","1","0","","","2021-11-15"
"3","rides_requested","111818","ios","Unknown","","1","1","","","2021-11-15"
"3","rides_requested","111938","ios","Unknown","","1","0","","","2021-11-15"
"3","rides_requested","100900","ios","Unknown","","1","1","","","2021-11-15"
"3","rides_requested","100090","ios","Unknown","","1","0","","","2021-11-15"
"3","rides_requested","100737","ios","Unknown","","1","0","","","2021-11-15"
"3","rides_requested","100701","ios","Unknown","","1","0","","","2021-11-15"
"3","rides_requested","101078","ios","Unknown","","1","0","","","2021-11-15"
"3","rides_requested","100143","ios","Unknown","","1","0","","","2021-11-15"
"3","rides_requested","100062","ios","Unknown","","1","0","","","2021-11-15"
"3","rides_requested","100061","ios","Unknown","","1","0","","","2021-11-15"
"3","rides_requested","114180","ios","Unknown","","1","1","","","2021-11-15"
"3","rides_requested","113476","ios","Unknown","","1","1","","","2021-11-15"
"3","rides_requested","113504","ios","Unknown","","1","0","","","2021-11-15"
"3","rides_requested","114092","ios","Unknown","","1","1","","","2021-11-15"
"3","rides_requested","113889","ios","Unknown","","1","1","","","2021-11-15"
"3","rides_requested","113634","ios","Unknown","","1","0","","","2021-11-15"
"3","rides_requested","114089","ios","Unknown","","1","0","","","2021-11-15"
"3","rides_requested","114024","ios","Unknown","","1","1","","","2021-11-15"
"3","rides_requested","114240","ios","Unknown","","1","0","","","2021-11-15"
"3","rides_requested","113884","ios","Unknown","","1","1","","","2021-11-15"
"3","rides_requested","113490","ios","Unknown","","1","1","","","2021-11-15"
"3","rides_requested","113885","ios","Unknown","","1","1","","","2021-11-15"
"3","rides_requested","113729","ios","Unknown","","1","0","","","2021-11-15"
"3","rides_requested","113736","ios","Unknown","","1","0","","","2021-11-15"
"3","rides_requested","113832","ios","Unknown","","1","1","","","2021-11-15"
"3","rides_requested","113339","ios","Unknown","","1","0","","","2021-11-15"
"3","rides_requested","113984","ios","Unknown","","1","1","","","2021-11-15"
"3","rides_requested","113918","ios","Unknown","","1","1","","","2021-11-15"
"3","rides_requested","113775","ios","Unknown","","1","0","","","2021-11-15"
"3","rides_requested","114279","ios","Unknown","","1","0","","","2021-11-15"
"3","rides_requested","113477","ios","Unknown","","1","1","","","2021-11-15"
"3","rides_requested","113434","ios","Unknown","","1","1","","","2021-11-15"
"3","rides_requested","114141","ios","Unknown","","1","1","","","2021-11-15"
"3","rides_requested","114045","ios","Unknown","","1","0","","","2021-11-15"
"3","rides_requested","113689","ios","Unknown","","1","0","","","2021-11-15"
"3","rides_requested","113553","ios","Unknown","","1","1","","","2021-11-15"
"3","rides_requested","113959","ios","Unknown","","1","1","","","2021-11-15"
"3","rides_requested","113266","ios","Unknown","","1","1","","","2021-11-15"
"3","rides_requested","114255","ios","Unknown","","1","0","","","2021-11-15"
"3","rides_requested","113409","ios","Unknown","","1","1","","","2021-11-15"
"3","rides_requested","114307","ios","Unknown","","1","1","","","2021-11-15"
"3","rides_requested","113734","ios","Unknown","","1","0","","","2021-11-15"
"3","rides_requested","113867","ios","Unknown","","1","1","","","2021-11-15"
