"user_id","rides"
"116018","18"
"108119","18"
"108856","18"
"112348","18"
"114263","18"
"117095","18"
"115821","18"
"112864","18"
"115431","18"
"109770","18"
"104021","18"
"117287","18"
"105160","18"
"112642","18"
"110484","18"
"112334","18"
"106437","18"
"114607","18"
"113584","18"
"107506","18"
"115005","18"
"103652","18"
"106241","18"
"115565","18"
"108090","18"
"116889","18"
"101856","18"
"115456","18"
"107727","18"
"101485","18"
"108509","18"
"112657","18"
"101591","18"
"107900","18"
"101200","18"
"106022","18"
"109299","18"
"114575","18"
"109799","18"
"105818","18"
"106281","18"
"105589","18"
"103886","18"
"116909","18"
"101015","18"
"102372","18"
"108489","18"
"108724","18"
"111928","18"
"104827","18"
"101662","18"
"112212","18"
"103083","18"
"111957","18"
"114005","18"
"113818","18"
"106714","18"
"110043","18"
"115569","18"
"100446","18"
"114626","18"
"109158","18"
"114338","18"
"104016","18"
"104039","18"
"110774","18"
"102100","18"
"100060","18"
"105681","18"
"101167","18"
"102463","18"
"115591","18"
"117200","18"
"114908","18"
"109014","18"
"106846","19"
"115545","19"
"103500","19"
"102765","19"
"106286","19"
"108013","19"
"102976","19"
"110244","19"
"114521","19"
"100847","19"
"101948","19"
"116835","19"
"116140","19"
"115964","19"
"111418","19"
"109999","19"
"101747","19"
"115356","19"
"104465","19"
"107904","19"
"103980","19"
"108502","19"
"112408","19"
"116016","19"
"108615","19"
"100449","19"
"113362","19"
"115887","19"
"115573","19"
"100631","19"
"107679","19"
"114326","19"
"112030","19"
"112810","19"
"111558","19"
"114592","19"
"101450","19"
"101107","19"
"115209","19"
"111658","19"
"113740","19"
"110507","19"
"104519","19"
"102143","19"
"111136","19"
"114307","19"
"102365","19"
"116504","19"
"106990","19"
"104287","19"
"108064","19"
"114031","19"
"113731","19"
"116272","19"
"104707","19"
"110182","19"
"106902","19"
"113028","19"
"115296","19"
"114434","19"
"102458","19"
"103773","19"
"106384","19"
"103209","19"
"109562","19"
"110679","19"
"110315","19"
"105173","19"
"115584","19"
"109198","19"
"107469","19"
"110890","19"
"114166","19"
"113935","19"
"113542","19"
"112162","19"
"105141","19"
"100091","19"
"105483","19"
"110348","19"
"108409","19"
"104963","19"
"114591","19"
"117012","19"
"108405","19"
"112319","19"
"117417","19"
"104442","19"
"105774","19"
"110314","19"
"104194","19"
"106306","19"
"115146","19"
"112725","19"
"116377","19"
"103173","19"
"100672","19"
"109819","19"
"108545","19"
"112124","19"
"112970","19"
"108880","19"
"114744","19"
"107228","19"
"105223","19"
"109536","19"
"115389","19"
"104648","19"
"110512","19"
"112883","19"
"100330","19"
"114311","19"
"103366","19"
"114755","19"
"102269","19"
"113852","19"
"111672","19"
"115542","19"
"106093","19"
"110878","19"
"106259","19"
"109154","19"
"104189","19"
"104815","19"
"105410","19"
"112077","19"
"108870","19"
"112512","19"
"112809","19"
"103373","19"
"111485","19"
"114818","19"
"116366","19"
"114957","19"
"105109","19"
"101604","19"
"106258","19"
"114658","19"
"108715","19"
"102433","19"
"102826","19"
"104087","19"
"115339","19"
"107109","19"
"103562","19"
"103628","19"
"101688","19"
"104278","19"
"101228","19"
"111113","19"
"103289","19"
"112252","19"
"114032","19"
"110822","19"
"111261","19"
"107783","19"
"104112","19"
"111383","19"
"112037","19"
"109235","19"
"117245","19"
"116304","19"
"100044","19"
"112440","19"
"109624","19"
"105849","19"
"101333","19"
"115544","19"
"117529","19"
"104455","19"
"107495","19"
"115768","19"
"107397","19"
"102920","19"
"104023","19"
"106669","19"
"102283","19"
"107776","19"
"113091","20"
"109129","20"
"115117","20"
"104249","20"
"110351","20"
"103112","20"
"104856","20"
"101067","20"
"106823","20"
"112192","20"
"108793","20"
"114654","20"
"107088","20"
"109100","20"
"112267","20"
"114372","20"
"106561","20"
"102806","20"
"104449","20"
"104765","20"
"117178","20"
"112964","20"
"108056","20"
"115315","20"
"117170","20"
"107971","20"
"104634","20"
"101398","20"
"111116","20"
"105292","20"
"100730","20"
"113926","20"
"115153","20"
"110114","20"
"107580","20"
"112208","20"
"107602","20"
"115899","20"
"111559","20"
"113029","20"
"107659","20"
"109907","20"
"101547","20"
"102878","20"
"111950","20"
"108499","20"
"105620","20"
"107345","20"
"103521","20"
"111654","20"
"108822","20"
"111763","20"
"103070","20"
"114539","20"
"107546","20"
"105116","20"
"106069","20"
"101138","20"
"108978","20"
"114662","20"
"110690","20"
"102510","20"
"104415","20"
"105995","20"
"103905","20"
"111634","20"
"108044","20"
"100490","20"
"106551","20"
"105816","20"
"104664","20"
"107453","20"
"112070","20"
"109371","20"
"111023","20"
"113232","20"
"116064","20"
"102524","20"
"105131","20"
"113881","20"
"104157","20"
"111532","20"
"105787","20"
"102909","20"
"115292","20"
"115028","20"
"102275","20"
"107208","20"
"106537","20"
"109221","20"
"102348","20"
"111997","20"
"107203","20"
"101321","20"
"111878","20"
"109114","20"
"109868","20"
"113782","20"
"104168","20"
"101634","20"
"113901","20"
"117435","20"
"113274","20"
"100174","20"
"115008","20"
"107206","20"
"104468","20"
"110184","20"
"116454","20"
"104964","20"
"109483","20"
"113019","20"
"112518","20"
"116861","20"
"112381","20"
"109501","20"
"101309","20"
"112412","20"
"117453","20"
"106378","20"
"103702","20"
"110902","20"
"102044","20"
"104882","20"
"107167","20"
"111744","20"
"100424","20"
"111366","20"
"100377","20"
"106136","20"
"107355","20"
"117054","20"
"102724","20"
"106144","20"
"104697","20"
"110814","20"
"110136","20"
"105195","20"
"104863","20"
"104227","20"
"116421","20"
"106061","20"
"116986","20"
"115959","20"
"100581","20"
"103738","20"
"111560","20"
"107455","20"
"116449","20"
"116180","20"
"114688","20"
"107357","20"
"112867","20"
"110516","20"
"105159","20"
"111630","20"
"108278","20"
"111428","20"
"116687","20"
"106276","20"
"109455","20"
"101316","20"
"114721","20"
"114472","20"
"115800","20"
"104667","20"
"112315","20"
"103270","20"
"103455","20"
"117426","20"
"114494","20"
"105181","20"
"103675","20"
"104858","20"
"106409","20"
"102130","20"
"114060","20"
"100761","20"
"116184","20"
"115938","20"
"104070","20"
"111520","20"
"104650","20"
"108379","20"
"101811","20"
"101867","20"
"105654","20"
"103877","20"
"116186","20"
"114706","20"
"116873","20"
"109172","20"
"106116","20"
"104711","20"
"102999","20"
"114340","20"
"111607","20"
"106039","20"
"113855","20"
"116341","20"
"106628","20"
"111257","20"
"110255","20"
"111824","20"
"100778","20"
"100849","20"
"101824","20"
"100784","20"
"116959","20"
"101489","20"
"116569","20"
"110734","20"
"109152","20"
"100760","20"
"100801","20"
"104115","20"
"110246","21"
"116090","21"
"112250","21"
"102337","21"
"102673","21"
"114522","21"
"107063","21"
"109160","21"
"103377","21"
"109554","21"
"108125","21"
"101480","21"
"117462","21"
"111434","21"
"102000","21"
"101650","21"
"115173","21"
"113135","21"
"111795","21"
"108072","21"
"104314","21"
"112291","21"
"112505","21"
"107364","21"
"103304","21"
"104340","21"
"115918","21"
"110071","21"
"111269","21"
"117249","21"
"101808","21"
"117240","21"
"114681","21"
"103255","21"
"103419","21"
"112154","21"
"107788","21"
"112308","21"
"106531","21"
"108700","21"
"107806","21"
"114782","21"
"111246","21"
"110117","21"
"116305","21"
"116085","21"
"109027","21"
"108196","21"
"109783","21"
"115107","21"
"100432","21"
"108947","21"
"110232","21"
"115262","21"
"108555","21"
"116935","21"
"108976","21"
"103064","21"
"106102","21"
"101673","21"
"100516","21"
"109050","21"
"107510","21"
"109350","21"
"106309","21"
"107194","21"
"104152","21"
"116776","21"
"103321","21"
"114183","21"
"106119","21"
"103287","21"
"113905","21"
"107479","21"
"101441","21"
"117586","21"
"116632","21"
"112792","21"
"114939","21"
"108231","21"
"116030","21"
"110392","21"
"106026","21"
"108602","21"
"110237","21"
"116094","21"
"111291","21"
"112453","21"
"107294","21"
"111773","21"
"107199","21"
"102694","21"
"110986","21"
"107155","21"
"111567","21"
"103603","21"
"105618","21"
"108372","21"
"114713","21"
"102703","21"
"110518","21"
"115081","21"
"105312","21"
"100850","21"
"108469","21"
"110610","21"
"103254","21"
"111974","21"
"115050","21"
"117568","21"
"106662","21"
"116653","21"
"110733","21"
"116337","21"
"115571","21"
"105216","21"
"100795","21"
"107913","21"
"106764","21"
"110105","21"
"114875","21"
"109385","21"
"108241","21"
"109072","21"
"101553","21"
"109460","21"
"106048","21"
"113023","21"
"110735","21"
"111201","21"
"106693","21"
"112542","21"
"116810","21"
"104146","21"
"107969","21"
"100544","21"
"109771","21"
"109365","21"
"105692","21"
"100196","21"
"114423","21"
"110700","21"
"105002","21"
"112442","21"
"102857","21"
"102912","21"
"110840","21"
"112742","21"
"101144","21"
"104376","21"
"107949","21"
"114027","21"
"115417","21"
"115033","21"
"112102","21"
"112372","21"
"104450","21"
"112226","21"
"105986","21"
"109695","21"
"114923","21"
"107191","21"
"106094","21"
"100180","21"
"104955","21"
"113699","21"
"106489","21"
"103878","21"
"112163","21"
"117305","21"
"111900","21"
"115777","21"
"104401","21"
"117355","21"
"110703","21"
"113574","21"
"103633","21"
"115210","21"
"103441","21"
"115482","21"
"102232","21"
"112857","21"
"103399","21"
"108383","21"
"116427","21"
"115524","21"
"101833","21"
"114860","21"
"106781","21"
"106864","21"
"114748","21"
"103583","21"
"102933","21"
"100229","21"
"111490","21"
"115440","21"
"110896","21"
"104014","21"
"101626","21"
"100009","21"
"106267","21"
"113635","21"
"113859","21"
"103916","21"
"113055","21"
"111866","21"
"109596","21"
"106866","21"
"113666","21"
"109214","21"
"112155","21"
"112994","21"
"109283","21"
"107001","21"
"110761","21"
"107946","21"
"114133","21"
"117384","21"
"108575","21"
"112801","21"
"101752","21"
"113533","21"
"111722","21"
"116951","21"
"112628","21"
"113958","21"
"115149","21"
"117257","21"
"117504","21"
"106118","21"
"106754","21"
"106304","21"
"107920","21"
"113895","21"
"103610","21"
"111032","21"
"116053","21"
"105014","21"
"105314","21"
"116529","21"
"111019","21"
"115842","21"
"104848","21"
"115921","21"
"110549","21"
"105411","21"
"116089","21"
"103405","21"
"115568","21"
"114274","21"
"115015","21"
"116917","21"
"104737","21"
"110354","21"
"105717","21"
"105732","21"
"101912","21"
"104330","21"
"110962","21"
"103757","21"
"105773","21"
"103818","21"
"110025","21"
"117191","21"
"100624","21"
"116388","21"
"112438","21"
"114629","21"
"111288","21"
"101195","21"
"102567","21"
"112730","21"
"112222","21"
"117353","21"
"104288","21"
"101458","21"
"106793","21"
"105308","21"
"107620","21"
"103191","21"
"100304","21"
"102454","21"
"107868","21"
"108686","21"
"116907","21"
"106837","21"
"114684","21"
"106675","21"
"113760","21"
"107905","21"
"112984","21"
"116131","21"
"100590","21"
"102188","21"
"102253","21"
"109912","21"
"111171","21"
"104721","21"
"100399","21"
"101763","21"
"106434","21"
"105201","21"
"103663","21"
"107646","21"
"111986","21"
"106698","21"
"114987","21"
"114231","21"
"112142","21"
"116996","21"
"111794","21"
"114159","21"
"104606","21"
"115901","21"
"106325","21"
"108923","21"
"108898","21"
"112469","21"
"106712","21"
"103533","21"
"109223","21"
"100151","21"
"113350","21"
"101588","21"
"108470","21"
"106945","21"
"114632","21"
"106979","21"
"102649","21"
"110296","21"
"117094","21"
"105449","21"
"102156","21"
"101599","21"
"103951","21"
"113479","21"
"108135","21"
"114468","21"
"104767","21"
"100807","21"
"116833","21"
"112188","21"
"108016","21"
"105972","22"
"105111","22"
"116153","22"
"111676","22"
"116553","22"
"101412","22"
"104790","22"
"105020","22"
"110068","22"
"115519","22"
"110371","22"
"106204","22"
"113206","22"
"116556","22"
"105671","22"
"105318","22"
"109899","22"
"108820","22"
"100431","22"
"106111","22"
"100124","22"
"101097","22"
"101791","22"
"106223","22"
"108181","22"
"105196","22"
"110263","22"
"112674","22"
"105684","22"
"115158","22"
"110387","22"
"106412","22"
"114381","22"
"108303","22"
"107787","22"
"113036","22"
"116221","22"
"100422","22"
"112837","22"
"112187","22"
"111663","22"
"110892","22"
"105534","22"
"100066","22"
"116109","22"
"104701","22"
"104812","22"
"115010","22"
"102380","22"
"102986","22"
"103238","22"
"113078","22"
"107714","22"
"101876","22"
"108829","22"
"107552","22"
"106243","22"
"100409","22"
"117169","22"
"108436","22"
"110530","22"
"111740","22"
"116087","22"
"104099","22"
"102646","22"
"101889","22"
"106313","22"
"115548","22"
"105288","22"
"116727","22"
"102822","22"
"106986","22"
"116542","22"
"104733","22"
"101255","22"
"117148","22"
"112607","22"
"112106","22"
"109177","22"
"110162","22"
"100804","22"
"112005","22"
"103400","22"
"109007","22"
"109067","22"
"109315","22"
"113198","22"
"116467","22"
"112511","22"
"105762","22"
"114733","22"
"106066","22"
"104244","22"
"113894","22"
"112382","22"
"101484","22"
"111714","22"
"102883","22"
"108139","22"
"108255","22"
"111510","22"
"103519","22"
"101929","22"
"105245","22"
"107923","22"
"100925","22"
"116028","22"
"114630","22"
"103476","22"
"102910","22"
"100396","22"
"105199","22"
"101136","22"
"107474","22"
"109096","22"
"101557","22"
"106065","22"
"113126","22"
"103617","22"
"103940","22"
"116648","22"
"102918","22"
"113578","22"
"113256","22"
"115259","22"
"105398","22"
"115884","22"
"107576","22"
"115403","22"
"113608","22"
"106733","22"
"103710","22"
"108243","22"
"111094","22"
"108433","22"
"109611","22"
"111577","22"
"108945","22"
"111859","22"
"112353","22"
"105327","22"
"117595","22"
"103003","22"
"111392","22"
"110050","22"
"109690","22"
"114449","22"
"110949","22"
"112559","22"
"102175","22"
"107778","22"
"112967","22"
"100269","22"
"104262","22"
"101467","22"
"100034","22"
"111355","22"
"103504","22"
"107698","22"
"111578","22"
"106567","22"
"105305","22"
"103964","22"
"115190","22"
"111614","22"
"115758","22"
"110470","22"
"110781","22"
"104462","22"
"104962","22"
"105502","22"
"115599","22"
"100117","22"
"112393","22"
"104551","22"
"113369","22"
"111035","22"
"104158","22"
"103700","22"
"110492","22"
"103230","22"
"100130","22"
"113273","22"
"104220","22"
"116273","22"
"101099","22"
"110094","22"
"106047","22"
"110536","22"
"112832","22"
"114207","22"
"116176","22"
"112843","22"
"108904","22"
"101719","22"
"114024","22"
"111422","22"
"116790","22"
"103367","22"
"100546","22"
"109119","22"
"108071","22"
"107572","22"
"107179","22"
"117572","22"
"102791","22"
"104073","22"
"107832","22"
"105165","22"
"113335","22"
"114550","22"
"113847","22"
"106315","22"
"100690","22"
"117485","22"
"113772","22"
"107230","22"
"111983","22"
"101560","22"
"110010","22"
"103239","22"
"115885","22"
"116767","22"
"117327","22"
"109707","22"
"116373","22"
"102977","22"
"105174","22"
"105300","22"
"111781","22"
"105224","22"
"107069","22"
"114940","22"
"110438","22"
"116303","22"
"110650","22"
"117314","22"
"114976","22"
"113442","22"
"107948","22"
"109005","22"
"111506","22"
"103018","22"
"114560","22"
"106888","22"
"102820","22"
"106336","22"
"109731","22"
"110727","22"
"114077","22"
"113070","22"
"104126","22"
"114328","22"
"117406","22"
"104338","22"
"105875","22"
"115602","22"
"109943","22"
"113626","22"
"100944","22"
"104020","22"
"110907","22"
"107085","22"
"105499","22"
"106814","22"
"113966","22"
"106650","22"
"112697","22"
"108448","22"
"108009","22"
"104725","22"
"100484","22"
"103731","22"
"107054","22"
"116752","22"
"115145","22"
"104396","22"
"117041","22"
"113914","22"
"102279","22"
"116787","22"
"101166","22"
"102411","22"
"103259","22"
"110568","22"
"114802","22"
"108421","22"
"104800","22"
"117382","22"
"115134","22"
"113205","22"
"104923","22"
"108402","22"
"113924","22"
"116386","22"
"110812","22"
"116072","22"
"107703","22"
"115904","22"
"113587","22"
"101842","22"
"108699","22"
"102518","22"
"112101","22"
"112322","22"
"111640","22"
"104306","22"
"100573","22"
"113426","22"
"113290","22"
"114878","22"
"116726","22"
"109132","22"
"101800","22"
"110767","22"
"103290","22"
"103451","22"
"109968","22"
"102935","22"
"100232","22"
"117359","22"
"100103","22"
"104131","22"
"105521","22"
"116146","22"
"107273","22"
"108203","22"
"109755","22"
"109734","22"
"117499","22"
"104846","22"
"111044","22"
"106344","22"
"102616","22"
"106545","22"
"100676","22"
"103526","22"
"105905","22"
"113510","22"
"100336","22"
"109543","22"
"115071","22"
"114949","22"
"105517","22"
"100240","22"
"100309","22"
"106152","22"
"116627","22"
"103282","22"
"103649","22"
"110386","22"
"108763","22"
"102876","22"
"100751","22"
"112516","22"
"105861","22"
"111779","22"
"109428","22"
"102285","22"
"100506","22"
"104799","22"
"117600","22"
"108092","22"
"101074","22"
"107095","22"
"101899","22"
"117343","22"
"102464","22"
"115604","22"
"111918","22"
"104379","22"
"109004","22"
"110233","22"
"103121","22"
"113181","22"
"115101","22"
"116933","22"
"102669","22"
"107536","22"
"111952","22"
"101110","22"
"116602","22"
"107115","22"
"113020","22"
"117503","22"
"106164","22"
"114289","22"
"105696","22"
"100617","23"
"102400","23"
"115386","23"
"102919","23"
"106608","23"
"116685","23"
"101134","23"
"114153","23"
"100817","23"
"109118","23"
"111178","23"
"115344","23"
"116878","23"
"106037","23"
"113089","23"
"111317","23"
"111407","23"
"114971","23"
"114292","23"
"112321","23"
"107240","23"
"114515","23"
"111084","23"
"104257","23"
"101262","23"
"104002","23"
"100136","23"
"106333","23"
"102978","23"
"115347","23"
"117429","23"
"104474","23"
"110904","23"
"109101","23"
"104668","23"
"113975","23"
"105740","23"
"101180","23"
"107140","23"
"115002","23"
"113989","23"
"114071","23"
"104597","23"
"105713","23"
"106914","23"
"106077","23"
"116563","23"
"117436","23"
"106992","23"
"114448","23"
"107960","23"
"112915","23"
"112715","23"
"112888","23"
"110511","23"
"117136","23"
"104908","23"
"116052","23"
"103687","23"
"104771","23"
"107250","23"
"107216","23"
"117350","23"
"108094","23"
"113340","23"
"104066","23"
"112081","23"
"110912","23"
"117578","23"
"108816","23"
"105273","23"
"107885","23"
"108982","23"
"108240","23"
"116218","23"
"114023","23"
"117230","23"
"102884","23"
"101495","23"
"109555","23"
"116993","23"
"113252","23"
"113262","23"
"106476","23"
"110760","23"
"115729","23"
"115763","23"
"107588","23"
"116416","23"
"113594","23"
"102333","23"
"113595","23"
"117159","23"
"114464","23"
"100436","23"
"110489","23"
"103261","23"
"114058","23"
"101217","23"
"116655","23"
"105416","23"
"109196","23"
"116863","23"
"106358","23"
"115126","23"
"106318","23"
"111545","23"
"102651","23"
"102678","23"
"104375","23"
"107803","23"
"105072","23"
"106189","23"
"101897","23"
"101936","23"
"114212","23"
"104315","23"
"111796","23"
"100678","23"
"105396","23"
"112659","23"
"104301","23"
"109730","23"
"105522","23"
"115589","23"
"110089","23"
"100913","23"
"115839","23"
"108286","23"
"112731","23"
"113427","23"
"107999","23"
"105191","23"
"116277","23"
"108388","23"
"113268","23"
"100318","23"
"102439","23"
"105064","23"
"105169","23"
"108096","23"
"106356","23"
"109378","23"
"103242","23"
"114285","23"
"108148","23"
"110044","23"
"102036","23"
"109919","23"
"103394","23"
"111251","23"
"105351","23"
"100249","23"
"103503","23"
"102114","23"
"106469","23"
"107129","23"
"105210","23"
"102519","23"
"103744","23"
"108392","23"
"114335","23"
"114523","23"
"112823","23"
"113948","23"
"110382","23"
"112686","23"
"115093","23"
"104374","23"
"114244","23"
"114743","23"
"107574","23"
"106520","23"
"115006","23"
"110523","23"
"117011","23"
"109833","23"
"114997","23"
"103034","23"
"115863","23"
"113064","23"
"111649","23"
"104961","23"
"112601","23"
"111852","23"
"102359","23"
"108799","23"
"101448","23"
"102443","23"
"115843","23"
"114900","23"
"104311","23"
"106049","23"
"100529","23"
"101329","23"
"105853","23"
"109933","23"
"113979","23"
"100503","23"
"102461","23"
"110910","23"
"101679","23"
"102414","23"
"114281","23"
"102465","23"
"106226","23"
"103573","23"
"108267","23"
"113314","23"
"110150","23"
"113667","23"
"110352","23"
"108404","23"
"100966","23"
"101715","23"
"115293","23"
"114568","23"
"108743","23"
"107248","23"
"116010","23"
"112818","23"
"100237","23"
"111204","23"
"113300","23"
"103227","23"
"116502","23"
"115699","23"
"108378","23"
"110988","23"
"115628","23"
"104651","23"
"111010","23"
"106103","23"
"106081","23"
"113357","23"
"104448","23"
"108831","23"
"109199","23"
"117187","23"
"101901","23"
"103339","23"
"113382","23"
"111625","23"
"116330","23"
"111872","23"
"105691","23"
"115836","23"
"107930","23"
"111677","23"
"109480","23"
"109175","23"
"107535","23"
"106400","23"
"109097","23"
"114741","23"
"100441","23"
"111175","23"
"106355","23"
"114538","23"
"109873","23"
"101561","23"
"115036","23"
"117377","23"
"106535","23"
"115200","23"
"109609","23"
"115116","23"
"104143","23"
"100989","23"
"110347","23"
"100021","23"
"115378","23"
"114736","23"
"116047","23"
"113160","23"
"116954","23"
"116595","23"
"100509","23"
"107280","23"
"100360","23"
"114640","23"
"112098","23"
"108668","23"
"107018","23"
"114871","23"
"115831","23"
"104333","23"
"111915","23"
"112850","23"
"107732","23"
"101367","23"
"115155","23"
"114672","23"
"107178","23"
"117009","23"
"109735","23"
"115631","23"
"100404","23"
"111075","23"
"114740","23"
"116634","23"
"116256","23"
"106607","23"
"106133","23"
"102860","23"
"115922","23"
"105685","23"
"101734","23"
"104694","23"
"110375","23"
"114269","23"
"104770","23"
"116892","23"
"106297","23"
"108011","23"
"116319","23"
"107395","23"
"110987","23"
"106670","23"
"105728","23"
"106947","23"
"109970","23"
"102423","23"
"112336","23"
"106183","23"
"116432","23"
"111939","23"
"115486","23"
"117282","23"
"105302","23"
"109451","23"
"108219","23"
"112495","23"
"115247","23"
"115514","23"
"113653","23"
"103421","23"
"102604","23"
"105272","23"
"110637","23"
"110339","23"
"106857","23"
"105526","23"
"105185","23"
"107039","23"
"107460","23"
"108027","23"
"115426","23"
"111847","23"
"117433","23"
"104629","23"
"104575","23"
"106671","23"
"102659","23"
"100893","23"
"111176","23"
"116282","23"
"109479","23"
"111205","23"
"102807","23"
"105060","23"
"116466","23"
"117077","23"
"106406","23"
"100048","23"
"116668","23"
"102733","23"
"110102","23"
"101746","23"
"104431","23"
"108498","23"
"109719","23"
"113002","23"
"104660","23"
"104030","23"
"103605","23"
"111345","23"
"113243","23"
"102096","23"
"110362","23"
"117035","23"
"106703","23"
"110282","23"
"110619","23"
"100819","23"
"101359","23"
"100001","23"
"108468","23"
"111843","23"
"105744","23"
"113758","23"
"116813","23"
"104796","23"
"110009","23"
"104456","23"
"116461","23"
"116722","23"
"108262","23"
"106652","23"
"106284","23"
"110447","23"
"109161","23"
"100394","23"
"103656","23"
"102656","23"
"111182","23"
"108425","23"
"115660","23"
"110667","23"
"101568","23"
"103126","23"
"116876","23"
"116812","23"
"102834","23"
"102345","23"
"103741","23"
"107647","23"
"109457","23"
"107896","23"
"103187","23"
"102166","23"
"110817","23"
"112496","23"
"101446","23"
"115636","23"
"103310","23"
"101461","23"
"110040","23"
"111691","23"
"104153","23"
"100871","23"
"103739","23"
"110305","23"
"113547","23"
"115704","24"
"108988","24"
"100275","24"
"109499","24"
"115348","24"
"106054","24"
"101056","24"
"104420","24"
"100597","24"
"117032","24"
"105549","24"
"104680","24"
"107980","24"
"106694","24"
"110381","24"
"116646","24"
"108175","24"
"104527","24"
"117471","24"
"114246","24"
"106790","24"
"103159","24"
"107943","24"
"107739","24"
"111882","24"
"102513","24"
"105007","24"
"101716","24"
"108955","24"
"105780","24"
"106096","24"
"109133","24"
"101288","24"
"105584","24"
"111259","24"
"116623","24"
