"driver_id","unique_users","unique_rides","decline_count","avg_rating","lost_total_usd","gained_total_usd"
"107611","12","12","3","1.00","52.86","179.22000000000003"
"107616","19","19","3","4.67","64.62","296.42"
"107756","23","23","3","3.50","43.78","358.4799999999999"
"107760","18","18","3","4.00","59.86","212.33"
"107780","14","14","3","4.00","60.61","208.88"
"107865","16","16","3","4.33","49.41","225.5"
"107870","20","20","3","3.00","57.72","303.78000000000003"
"107873","22","22","3","4.00","73.25","380.12"
"107905","10","10","3","3.67","74.91","139.06"
"107984","19","19","3","3.00","59.72","243.97000000000003"
"107985","12","12","3","3.50","51.269999999999996","175.21"
"108050","13","13","3","4.67","54.11","202.32"
"108064","17","17","3","2.00","60.95","258.78"
"108199","18","18","3","2.33","61.489999999999995","197.64000000000001"
"108211","20","20","3","5.00","68.52000000000001","307.57"
"108216","17","17","3","3.00","53.21","235.03999999999996"
"108357","17","17","3","2.00","55.269999999999996","223.10999999999996"
"108406","17","17","3","1.50","57.39999999999999","258.75999999999993"
"108445","18","18","3","2.00","76.97999999999999","249.96"
"108477","26","26","3","3.33","62.94","381.5899999999999"
"108519","12","12","3","4.00","68.14","146.26"
"108526","15","15","3","2.50","56.84","219.29000000000002"
"108527","16","16","3","","59.05","242.56999999999996"
"108571","17","17","3","2.50","49.75","266.41999999999996"
"108642","21","21","3","2.00","72.57","306.88"
"108644","20","20","3","5.00","42.980000000000004","321.93"
"108681","14","14","3","3.67","78.14","210.38"
"108691","15","15","3","1.00","62.68","216.10999999999999"
"108750","21","21","3","4.00","62.63","299.76"
"108955","16","16","3","2.00","84.46","233.56"
"108958","13","13","3","1.00","56.58","152.48000000000002"
"108985","17","17","3","5.00","52.849999999999994","202.67"
"108997","18","18","3","5.00","61.56","239.90999999999997"
"109030","14","14","3","2.00","64.43","186.76999999999998"
"109031","20","20","3","4.00","67.16","269.28"
"109055","14","14","3","2.00","59.26","137.93"
"109078","10","10","3","1.67","61","103.75999999999999"
"109092","19","19","3","4.67","54.73","271.16999999999996"
"109217","23","23","3","4.00","56.83","331.34999999999997"
"109219","13","13","3","3.00","48.74","147.31"
"109281","24","24","3","2.50","58.17","316.32"
"109410","20","20","3","3.00","62.01","289.95000000000005"
"109467","19","19","3","3.67","42.309999999999995","296.12"
"109470","20","20","3","4.00","62.53999999999999","274.8"
"109473","20","20","3","2.50","80.14","316.79"
"109543","11","11","3","3.00","69.16","140.78"
"109623","14","14","3","3.00","54.82","220.92000000000002"
"109669","20","20","3","5.00","49.760000000000005","264.23999999999995"
"109713","13","13","3","4.00","54.49","166.25000000000003"
"109758","22","22","3","2.33","77.76","429.89000000000004"
"109763","18","18","3","3.00","73.24","243.10999999999996"
"109816","18","18","3","3.00","40.78","248.89"
"110029","15","15","3","3.00","60.95","244.71000000000004"
"110037","20","20","3","2.67","71.98","335.10999999999996"
"110060","16","16","3","","68.50999999999999","261.66999999999996"
"110073","24","24","3","2.50","68.87","377.86"
"110081","17","17","3","1.00","54.97","233.7"
"110146","18","18","3","5.00","52.41","268.2"
"110201","21","21","3","2.67","51.69","318.62999999999994"
"110211","7","7","3","4.00","48.01","83.47999999999999"
"110243","22","22","3","2.50","60.66","369.12000000000006"
"110247","13","13","3","4.50","49.84","165.9"
"110275","16","16","3","2.33","69.09","230.96"
"110281","14","14","3","5.00","49.57","146.87"
"110319","12","12","3","4.50","59.83","122.41999999999999"
"110322","10","10","3","4.00","67.08","155.05"
"110353","16","16","3","1.00","51.04","261.78"
"110367","14","14","3","2.50","53.010000000000005","225.09"
"110410","16","16","3","","59.83","203.57000000000002"
"110431","19","19","3","1.33","47.489999999999995","303.82000000000005"
"110531","21","21","3","4.00","51.83","327.76"
"110599","14","14","3","3.67","69.37","172.42999999999998"
"110624","17","17","3","3.67","58.379999999999995","190.79999999999998"
"110644","24","24","3","1.00","58.74","390.9"
"110672","19","19","3","3.67","46.22","276.52"
"110766","16","16","3","4.33","56.989999999999995","182.45000000000002"
"110808","15","15","3","3.00","46.76","218.89999999999998"
"110853","14","14","3","4.00","58.01","186.67000000000002"
"110865","14","14","3","3.00","56.3","183.47"
"110922","14","14","3","4.50","62.75","151.81"
"110998","18","18","3","1.00","66.58000000000001","233.26"
"111033","15","15","3","3.00","51.989999999999995","209.01000000000002"
"111069","9","9","3","4.00","66.62","85.14"
"111120","13","13","3","4.33","73.37","179.53000000000003"
"111262","13","13","3","4.50","62.18","192.87000000000003"
"111334","14","14","3","3.33","59.559999999999995","181.93"
"111353","17","17","3","3.00","75.61000000000001","262.34999999999997"
"111362","12","12","3","1.50","74.89","165.22"
"111412","18","18","3","4.00","62.190000000000005","300.86"
"111464","12","12","3","1.50","52.01","176.32999999999998"
"111473","18","18","3","4.50","66.46","234.36999999999998"
"111483","21","22","3","4.00","68.99","347.2399999999999"
"111513","17","19","3","3.00","61.489999999999995","350.59999999999997"
"111577","11","11","3","3.50","53.92","128.55999999999997"
"111672","12","12","3","2.33","64.87","177.55"
"111682","17","17","3","3.50","66.69","242.41"
"111722","13","13","3","4.00","58.269999999999996","164.06"
"111820","15","15","3","4.50","52.86","185.14"
"111837","15","15","3","3.00","65.31","173.83"
"111843","15","15","3","3.00","59.32000000000001","203.60999999999999"
"111850","27","27","3","2.67","44.32","439.86999999999995"
"111852","17","17","3","2.33","66.9","255.52999999999997"
"111860","14","14","3","1.00","70.16","202.88"
"111923","18","18","3","3.00","70.12","279.76"
"112079","14","14","3","4.50","74.42","211.20999999999998"
"112095","21","21","3","4.33","67.81","279.31000000000006"
"112099","19","19","3","","52.870000000000005","246.76999999999998"
"112125","16","16","3","3.33","43.529999999999994","268.19"
"112149","17","17","3","2.00","43.379999999999995","323.50999999999993"
"112163","30","30","3","1.50","56.3","489.71999999999997"
"112175","15","15","3","2.67","52.68000000000001","246.87"
"112209","17","17","3","4.33","45.989999999999995","227.39"
"112265","17","17","3","4.50","64.79","238.33"
"112269","14","14","3","3.50","59.44","206.88000000000002"
"112393","16","16","3","3.50","68.39","245.62"
"112453","15","15","3","1.33","60.050000000000004","201.11"
"112489","20","20","3","3.00","58.73","271.34999999999997"
"112502","18","18","3","4.00","58.8","293.76"
"112510","23","24","3","4.00","52.39999999999999","344.5"
"112522","17","17","3","3.67","67.05","212.38"
"112540","18","18","3","","41.11","236.95"
"112568","13","13","3","1.67","59.28","212.73999999999998"
"112592","13","13","3","2.33","53.1","173.94"
"112611","11","11","3","4.00","64.8","103.92"
"112620","20","20","3","2.33","56.32","302.92999999999995"
"112673","19","19","3","1.00","57.11","243.04000000000002"
"112689","18","18","3","2.33","75.27","261.5"
"112733","19","19","3","","52.77","358.63"
"112758","20","20","3","4.00","61.15","265.81"
"112774","15","15","3","1.00","50.519999999999996","212.17000000000002"
"112821","20","20","3","4.33","46.92","371.61999999999995"
"112826","23","23","3","","60.33","340.4599999999999"
"112843","19","19","3","3.00","75.86","280.35"
"113049","17","17","3","2.50","59.269999999999996","255.19999999999996"
"113068","17","17","3","3.50","75.68","270.51"
"113074","15","15","3","4.00","44.12","217.84999999999997"
"113103","18","18","3","1.00","51.870000000000005","220.09999999999997"
"113163","21","21","3","5.00","68.32000000000001","331.36"
"113316","13","13","3","1.33","73.17","192.01999999999998"
"113453","14","14","3","4.00","58.25","147.91"
"113467","22","22","3","2.50","72.2","281.46999999999997"
"113499","18","18","3","2.33","47.47","282.5400000000001"
"113515","17","17","3","3.00","64.92","256.22"
"113531","20","20","3","1.00","68.31","271.83000000000004"
"113546","22","22","3","4.00","43.11","367.9100000000001"
"113573","14","14","3","2.00","68.83","200.26000000000002"
"113645","13","13","3","1.00","50.480000000000004","186.71"
"113658","15","15","3","5.00","48.67","188.16999999999996"
"113779","18","18","3","4.00","56.86000000000001","258.92"
"113789","19","19","3","5.00","67.72","270.14000000000004"
"114064","19","19","3","3.00","47.48","307.63"
"114182","16","16","3","5.00","65.62","209.03000000000003"
"114201","14","14","3","1.00","49.8","205.38000000000002"
"114294","15","15","3","2.50","57.34","218.11999999999998"
"114305","10","10","3","2.00","40.47","105.76"
"114330","18","18","3","3.50","51.36","251.01999999999998"
"114384","17","17","3","1.00","61.489999999999995","263.71"
"114427","23","23","3","3.00","85.04","400.68"
"114439","14","14","3","4.50","70.03999999999999","237.7"
"114454","18","18","3","","70.89","302.83"
"114475","16","16","3","3.67","54.71","250.78"
"114483","15","15","3","1.00","69.76","197.95999999999998"
"114510","17","17","3","2.00","61.85","208.94"
"114541","14","14","3","5.00","45.57","207.80999999999997"
"114544","12","12","3","5.00","61.12","177.64"
"114546","9","9","3","1.67","59.400000000000006","138.18"
"114600","15","16","3","5.00","75.76","266.84"
"114663","20","20","3","1.67","59.59","285.17"
"114708","13","13","3","4.00","60.300000000000004","157.45"
"114759","20","20","3","","55.870000000000005","224.32"
"114958","17","17","3","2.00","70.27","199.01999999999998"
"114982","21","21","3","1.00","66.12","303.8500000000001"
"114987","17","17","3","2.50","47.39","255.52000000000004"
"115013","16","16","3","4.00","57.87","218.41"
"115080","12","12","3","2.50","59.36","159.74"
"115164","11","11","3","2.50","58.849999999999994","134.65"
"115176","16","16","3","4.50","55.57","190.19"
"115384","19","19","3","5.00","67.82","312.78000000000003"
"115452","16","16","3","2.00","67.31","251.34999999999997"
"115544","12","12","3","3.00","70.63","202.39"
"115546","16","16","3","4.33","62.59","218.39000000000001"
"115560","16","17","3","4.50","69.91","190.5"
"115576","19","19","3","3.00","59.78999999999999","299.42"
"115626","17","17","3","1.00","59.22","208.03"
"115627","17","17","3","1.00","66.32","241.60000000000002"
"115712","23","23","3","1.00","61.52","354.23"
"115716","22","22","3","1.50","58.449999999999996","367.65000000000003"
"115745","16","16","3","3.00","63.709999999999994","200.39"
"115747","16","16","3","2.00","68.81","195.03"
"115794","20","20","3","2.67","75.81","313.03000000000003"
"115825","13","13","3","5.00","61.56","202.14000000000001"
"115846","12","12","3","1.50","48.48","91.03"
"115982","14","14","3","4.50","60.47","149.97999999999996"
"116010","12","12","3","2.33","52.13","174.63"
"116026","13","13","3","2.00","61.550000000000004","190.11"
"116048","12","12","3","4.00","69.19","126.83"
"116051","12","12","3","3.33","58.46","159.16000000000003"
"116103","18","18","3","3.67","46.39","293.90999999999997"
"116158","21","21","3","4.00","71.89","295.57"
"116172","17","17","3","1.00","58.370000000000005","262.45"
"116177","14","14","3","3.00","66.85","163.25"
"116187","15","15","3","1.00","53.150000000000006","236.18"
"116209","5","5","3","3.67","63.19","52.43"
"116223","17","17","3","3.00","42.51","189.39000000000001"
"116275","21","21","3","2.67","54.129999999999995","275.1"
"116374","14","14","3","2.50","45.76","214.47000000000003"
"116378","14","14","3","2.50","53.86","246.33"
"116402","20","20","3","3.00","62.519999999999996","340.07"
"116447","21","21","3","3.00","48.54","329.15999999999997"
"116495","16","16","3","3.67","63.88","188.48000000000002"
"116499","18","18","3","2.50","57.04","281.38"
"116532","17","17","3","2.33","56.94","242.79000000000002"
"116576","14","14","3","3.00","58.15","156.27"
"116577","13","13","3","4.50","51.209999999999994","224.57999999999998"
"116656","21","21","3","5.00","55.47","326.43000000000006"
"116668","11","11","3","3.67","58.55","159.10999999999996"
"116684","25","25","3","2.33","74.85","468.9900000000001"
"116700","14","14","3","4.50","60.16","231.94"
"116794","19","19","3","5.00","70.56","321.74"
"116802","16","16","3","3.00","67.05000000000001","270.92"
"116803","14","14","3","1.00","48.870000000000005","210.07"
"116809","8","8","3","4.00","64.21000000000001","83.81"
"116849","19","19","3","4.00","66.37","296.25"
"116869","16","16","3","3.00","73.52","235.29000000000002"
"116883","14","14","3","3.00","70.88","227.21999999999997"
"116899","19","19","3","1.00","59.31","240.22"
"116905","17","17","3","","39.71","241.76999999999998"
"116913","17","17","3","3.00","69.72","258.97999999999996"
"116922","17","17","3","3.00","57.040000000000006","241.13000000000002"
"117059","22","22","3","5.00","59.78","319.93"
"117063","18","18","3","3.50","57.04","314"
"117089","12","12","3","2.50","73.53","218.60999999999999"
"117111","15","15","3","4.00","62.04","249.99"
"117195","17","17","3","5.00","74.27","264.2"
"117272","19","19","3","4.50","68.43","258.85999999999996"
"117288","10","10","3","3.67","70.07000000000001","140.73000000000002"
"117377","22","22","3","3.00","66.21","270.21999999999997"
"117440","21","21","3","1.00","50.68","271.19000000000005"
"117492","18","18","3","3.00","56.5","211.27000000000004"
"117522","19","19","3","3.00","82.89","254.60999999999999"
"117602","24","24","3","4.00","72.25","330.27000000000004"
"117610","22","22","3","5.00","78.68","351.99"
"103583","13","13","2","5.00","32.85","231.42"
"103585","20","20","2","1.50","40.31","244.44999999999996"
"103586","16","16","2","1.00","45.26","225.88999999999996"
"103588","16","16","2","3.00","45.03","271.34"
"103592","10","10","2","5.00","42.739999999999995","165.11999999999998"
"103598","15","15","2","3.00","35.69","229.79999999999998"
"103603","13","13","2","4.00","49.05","266.37"
"103608","16","16","2","5.00","51.18","196.48"
"103623","17","17","2","1.00","41.13","286.92"
"103630","20","20","2","2.50","48.52","305.06999999999994"
"115264","18","18","2","3.00","47.72","291.14"
"103648","13","13","2","","38.09","179.41"
"103654","15","15","2","1.00","52.84","256.31999999999994"
"103658","16","16","2","5.00","47.54","250.43"
"115269","12","12","2","3.00","41.650000000000006","226.44"
"103674","16","16","2","2.00","37.18","271.01"
"103682","19","19","2","2.50","30.33","314.78"
"100447","14","14","2","3.00","45.769999999999996","203.62"
"103702","13","13","2","2.50","26.990000000000002","205.78"
"103706","17","17","2","5.00","37.19","212.38"
"115274","17","17","2","4.00","39.980000000000004","262.91999999999996"
"103725","15","15","2","2.50","36.11","275.55"
"103726","18","18","2","2.00","51.989999999999995","268.15"
"103728","20","20","2","5.00","49.989999999999995","347.65"
"115281","14","14","2","4.00","43.31","218.62999999999997"
"103751","17","17","2","1.00","42.5","281.09"
"103757","17","17","2","5.00","27.04","277.62"
"103762","14","14","2","4.50","38.21","254.42"
"103767","15","15","2","","40.739999999999995","247.07999999999996"
"115283","13","13","2","3.00","39.09","218.2"
"103791","15","15","2","2.00","48.85","278.83"
"103795","13","14","2","1.00","37.03","223.94"
"103796","16","16","2","1.00","37.379999999999995","241.96000000000004"
"103799","14","14","2","3.00","28.58","189.61"
"115306","9","9","2","","50.32","122.21000000000001"
"103816","20","20","2","1.00","47.760000000000005","301.87999999999994"
"103830","23","23","2","2.50","47.24","382.47"
"100428","12","12","2","1.00","47.07","187.36000000000004"
"103863","20","20","2","3.50","44.12","333.16"
"103878","13","13","2","4.00","24.68","183.92"
"103880","19","19","2","1.00","44.88","314.28"
"103883","9","9","2","4.00","36.94","102.86000000000001"
"103890","15","15","2","2.00","30.41","195.44"
"103891","13","13","2","2.50","36.03","150.11"
"103903","19","19","2","5.00","37.42","281.36"
"103906","10","10","2","2.50","30.369999999999997","134.98"
"103914","17","17","2","5.00","34.24","281.49"
"103918","18","18","2","5.00","56.04","287.81999999999994"
"115313","19","19","2","5.00","26.07","340.22"
"103925","21","21","2","3.00","28.71","415.53999999999996"
"103935","15","15","2","2.50","56.83","257.08"
"103937","18","18","2","2.00","39.42","336.54"
"115316","18","18","2","4.00","49.019999999999996","262.93"
"103955","14","14","2","3.00","47.18","222.67999999999998"
"103958","12","12","2","2.50","51.36","226.33"
"115317","17","17","2","5.00","39.13","234.52999999999997"
"103964","14","14","2","","41.44","220.63"
"103965","14","14","2","5.00","26.53","253.77000000000004"
"103966","20","20","2","4.00","45.38","309.29"
"115325","11","11","2","4.00","38.19","141.21"
"103970","17","17","2","2.00","31.58","284.14"
"103973","17","17","2","3.00","30.65","249.2"
"103974","15","15","2","4.00","51.42","197.23"
"103985","17","17","2","2.00","26.740000000000002","268.63999999999993"
"103992","14","14","2","4.00","32.45","219.77999999999997"
"115330","17","17","2","2.50","40.68000000000001","265.18999999999994"
"115332","18","18","2","2.50","36.08","280.33000000000004"
"104021","20","20","2","1.00","47.4","330.58"
"115338","16","16","2","1.00","58.95","247.04999999999998"
"115351","17","17","2","3.00","51.44","280.31"
"104047","15","15","2","2.50","35.19","178.75000000000003"
"104056","10","10","2","3.50","36.49","160.95000000000002"
"115355","14","14","2","3.00","38.949999999999996","137.21"
"115361","16","16","2","3.00","50.08","252.70999999999998"
