"driver_id","users","rides","rides_completed","rides_canceled","age_range","platform","reviews","avg_rating"
"113023","1","1","1","0","Unknown","ios","0",""
"113024","2","2","2","0","25-34","ios","1","5.00"
"113024","3","3","3","0","35-44","android","3","4.33"
"113024","2","2","2","0","35-44","ios","0",""
"113024","1","1","1","0","Unknown","android","1","3.00"
"113024","5","5","5","0","Unknown","ios","3","2.33"
"113025","1","1","1","0","18-24","ios","1","4.00"
"113025","1","1","0","1","25-34","ios","0",""
"113025","1","1","1","0","25-34","web","1","4.00"
"113025","2","2","2","0","35-44","android","1","4.00"
"113025","1","1","1","0","35-44","web","1","1.00"
"113025","5","5","4","1","45-54","android","3","3.33"
"113025","3","3","3","0","45-54","ios","3","3.67"
"113025","1","1","0","1","Unknown","ios","0",""
"113025","1","1","1","0","Unknown","web","1","1.00"
"113026","1","1","1","0","18-24","ios","1","1.00"
"113026","3","3","3","0","25-34","ios","2","1.50"
"113026","1","1","1","0","45-54","ios","1","3.00"
"113026","3","3","3","0","Unknown","ios","2","4.00"
"113027","1","1","1","0","18-24","ios","1","5.00"
"113027","4","4","4","0","25-34","ios","2","4.00"
"113027","2","2","2","0","35-44","android","2","4.50"
"113027","6","6","3","3","35-44","ios","2","3.00"
"113027","1","1","1","0","35-44","web","1","5.00"
"113027","1","1","1","0","45-54","ios","1","5.00"
"113027","4","4","4","0","Unknown","ios","2","2.00"
"113027","1","1","1","0","Unknown","web","0",""
"113028","1","1","1","0","18-24","web","1","4.00"
"113028","1","1","1","0","25-34","ios","1","4.00"
"113028","1","1","0","1","35-44","android","0",""
"113028","1","1","1","0","35-44","ios","1","2.00"
"113028","1","1","1","0","45-54","android","1","4.00"
"113028","2","2","2","0","Unknown","android","2","3.00"
"113028","3","3","2","1","Unknown","ios","2","5.00"
"113029","2","2","2","0","18-24","ios","2","1.00"
"113029","3","3","2","1","25-34","android","2","2.50"
"113029","1","1","1","0","25-34","ios","1","1.00"
"113029","1","1","0","1","35-44","android","0",""
"113029","3","3","3","0","35-44","ios","2","3.00"
"113029","1","1","1","0","35-44","web","0",""
"113029","1","1","1","0","45-54","ios","0",""
"113029","1","1","1","0","Unknown","android","1","1.00"
"113029","3","3","3","0","Unknown","ios","3","1.00"
"113029","1","1","1","0","Unknown","web","1","3.00"
"113030","2","2","1","1","25-34","android","1","1.00"
"113030","2","2","2","0","25-34","ios","1","3.00"
"113030","1","1","1","0","25-34","web","1","5.00"
"113030","1","1","1","0","35-44","ios","0",""
"113030","2","2","1","1","45-54","ios","1","2.00"
"113030","3","3","3","0","Unknown","ios","2","3.00"
"113031","2","2","1","1","25-34","android","0",""
"113031","2","2","2","0","35-44","android","2","5.00"
"113031","6","6","6","0","35-44","ios","3","3.33"
"113031","1","1","1","0","35-44","web","0",""
"113031","1","1","1","0","45-54","ios","1","4.00"
"113031","4","4","4","0","Unknown","ios","2","4.00"
"113032","4","4","4","0","18-24","ios","2","1.50"
"113032","1","1","1","0","25-34","android","0",""
"113032","3","3","3","0","25-34","ios","2","1.00"
"113032","1","1","1","0","25-34","web","1","5.00"
"113032","2","2","2","0","35-44","android","1","5.00"
"113032","3","3","1","2","35-44","ios","1","1.00"
"113032","1","1","1","0","Unknown","android","1","2.00"
"113032","2","2","2","0","Unknown","ios","2","1.50"
"113033","2","2","2","0","18-24","ios","2","2.50"
"113033","1","1","1","0","18-24","web","1","4.00"
"113033","3","3","3","0","25-34","android","3","2.67"
"113033","2","2","1","1","25-34","ios","0",""
"113033","3","3","3","0","35-44","android","2","1.00"
"113033","5","5","5","0","35-44","ios","4","4.25"
"113033","1","1","1","0","45-54","android","1","2.00"
"113033","2","2","2","0","45-54","ios","1","4.00"
"113033","3","3","2","1","Unknown","ios","2","3.00"
"113034","1","1","1","0","18-24","web","0",""
"113034","1","1","1","0","25-34","ios","1","3.00"
"113034","4","4","4","0","35-44","android","3","2.00"
"113034","2","2","2","0","35-44","ios","2","1.50"
"113034","1","1","1","0","35-44","web","1","4.00"
"113034","2","2","2","0","45-54","android","1","5.00"
"113034","3","3","2","1","Unknown","android","0",""
"113034","5","5","5","0","Unknown","ios","4","3.50"
"113035","1","1","1","0","18-24","ios","1","1.00"
"113035","1","1","1","0","25-34","android","1","5.00"
"113035","2","2","2","0","35-44","android","2","2.50"
"113035","5","5","4","1","35-44","ios","1","1.00"
"113035","2","2","2","0","Unknown","android","1","1.00"
"113035","1","1","1","0","Unknown","ios","1","1.00"
"113036","2","2","2","0","18-24","android","1","2.00"
"113036","2","2","2","0","25-34","android","1","1.00"
"113036","2","2","2","0","25-34","ios","2","2.00"
"113036","2","2","2","0","35-44","ios","0",""
"113036","1","1","1","0","35-44","web","1","3.00"
"113036","1","1","1","0","45-54","android","1","4.00"
"113036","2","2","2","0","45-54","ios","2","3.00"
"113036","2","2","2","0","Unknown","android","1","1.00"
"113036","5","5","5","0","Unknown","ios","3","4.33"
"113037","1","1","1","0","18-24","ios","1","1.00"
"113037","1","1","1","0","25-34","android","1","4.00"
"113037","6","6","6","0","35-44","android","5","3.20"
"113037","5","5","4","1","35-44","ios","3","4.67"
"113037","1","1","0","1","35-44","web","0",""
"113037","1","1","1","0","45-54","android","1","1.00"
"113037","2","2","2","0","45-54","ios","2","1.00"
"113037","5","6","6","0","Unknown","ios","3","4.67"
"113038","2","2","1","1","18-24","ios","0",""
"113038","1","1","1","0","35-44","android","1","4.00"
"113038","4","4","3","1","35-44","ios","2","3.50"
"113038","2","2","2","0","45-54","android","1","1.00"
"113038","2","2","2","0","45-54","ios","1","1.00"
"113038","1","1","1","0","45-54","web","1","4.00"
"113038","1","1","1","0","Unknown","android","1","1.00"
"113038","1","1","1","0","Unknown","ios","0",""
"113039","3","3","2","1","25-34","ios","2","3.00"
"113039","1","1","1","0","35-44","android","1","1.00"
"113039","5","5","5","0","35-44","ios","4","4.25"
"113039","1","1","1","0","35-44","web","1","4.00"
"113039","1","1","1","0","45-54","android","1","1.00"
"113039","1","1","1","0","45-54","ios","1","1.00"
"113039","3","3","3","0","Unknown","ios","2","3.00"
"113039","1","1","0","1","Unknown","web","0",""
"113040","1","1","1","0","18-24","android","1","5.00"
"113040","1","1","1","0","25-34","android","0",""
"113040","1","1","1","0","25-34","ios","0",""
"113040","2","2","2","0","35-44","android","1","1.00"
"113040","3","3","3","0","35-44","ios","2","2.50"
"113040","1","1","1","0","35-44","web","1","1.00"
"113040","1","1","1","0","45-54","android","0",""
"113040","1","1","1","0","Unknown","android","0",""
"113040","1","1","1","0","Unknown","ios","0",""
"113041","1","1","1","0","18-24","android","0",""
"113041","1","1","1","0","18-24","ios","1","2.00"
"113041","2","2","2","0","25-34","ios","2","4.00"
"113041","1","1","1","0","25-34","web","0",""
"113041","1","1","1","0","35-44","android","1","4.00"
"113041","3","3","3","0","35-44","ios","3","3.67"
"113041","1","1","1","0","35-44","web","1","3.00"
"113041","1","1","1","0","45-54","ios","1","5.00"
"113041","2","2","2","0","Unknown","ios","1","1.00"
"113042","1","1","1","0","18-24","ios","0",""
"113042","2","2","2","0","25-34","android","2","1.00"
"113042","1","1","1","0","25-34","web","0",""
"113042","1","1","1","0","35-44","android","1","2.00"
"113042","5","5","5","0","35-44","ios","4","1.75"
"113042","1","1","1","0","35-44","web","1","4.00"
"113042","1","1","0","1","45-54","ios","0",""
"113042","1","1","1","0","45-54","web","1","1.00"
"113042","2","2","2","0","Unknown","web","2","4.00"
"113043","2","2","2","0","18-24","ios","2","1.50"
"113043","2","2","1","1","25-34","ios","1","4.00"
"113043","3","3","2","1","35-44","android","2","2.50"
"113043","4","4","4","0","35-44","ios","1","4.00"
"113043","2","2","2","0","Unknown","android","1","3.00"
"113043","2","2","1","1","Unknown","ios","1","1.00"
"113044","1","1","1","0","18-24","ios","1","4.00"
"113044","1","1","1","0","25-34","ios","1","1.00"
"113044","4","4","4","0","35-44","ios","3","2.00"
"113044","1","1","1","0","45-54","ios","1","5.00"
"113044","3","3","3","0","Unknown","android","2","3.00"
"113044","2","2","2","0","Unknown","ios","2","4.50"
"113044","1","1","1","0","Unknown","web","0",""
"113045","2","2","2","0","18-24","ios","1","4.00"
"113045","2","2","2","0","25-34","ios","1","3.00"
"113045","1","1","1","0","25-34","web","0",""
"113045","2","2","1","1","35-44","ios","0",""
"113045","1","1","1","0","35-44","web","1","2.00"
"113045","1","1","1","0","Unknown","ios","1","3.00"
"113045","1","1","1","0","Unknown","web","1","5.00"
"113046","1","1","0","1","18-24","android","0",""
"113046","1","1","1","0","25-34","ios","0",""
"113046","3","3","3","0","35-44","android","2","2.50"
"113046","1","1","1","0","35-44","ios","1","5.00"
"113046","1","1","1","0","35-44","web","0",""
"113046","5","5","5","0","45-54","ios","4","2.75"
"113046","3","3","3","0","Unknown","android","2","4.50"
"113047","2","2","2","0","18-24","ios","1","5.00"
"113047","1","1","1","0","25-34","android","0",""
"113047","2","2","2","0","25-34","ios","2","2.50"
"113047","2","2","2","0","35-44","android","2","3.00"
"113047","1","1","1","0","35-44","ios","1","1.00"
"113047","3","3","3","0","45-54","ios","2","5.00"
"113047","1","1","1","0","Unknown","ios","1","1.00"
"113048","1","1","1","0","18-24","ios","1","3.00"
"113048","2","2","2","0","25-34","android","1","1.00"
"113048","1","1","1","0","25-34","ios","1","4.00"
"113048","1","1","1","0","35-44","android","1","5.00"
"113048","1","1","1","0","35-44","ios","1","5.00"
"113048","1","1","0","1","45-54","ios","0",""
"113048","1","1","1","0","Unknown","android","1","5.00"
"113048","2","2","2","0","Unknown","ios","2","2.50"
"113049","3","3","3","0","18-24","ios","2","3.50"
"113049","1","1","0","1","25-34","android","0",""
"113049","3","3","3","0","25-34","ios","2","3.50"
"113049","1","1","1","0","35-44","android","0",""
"113049","4","4","4","0","35-44","ios","3","4.00"
"113049","1","1","1","0","35-44","web","1","2.00"
"113049","2","2","2","0","45-54","android","1","4.00"
"113049","1","1","1","0","Unknown","ios","1","1.00"
"113049","1","1","1","0","Unknown","web","1","1.00"
"113050","2","2","2","0","18-24","ios","1","3.00"
"113050","2","2","2","0","25-34","ios","2","1.00"
"113050","1","1","1","0","35-44","android","1","5.00"
"113050","1","1","1","0","35-44","ios","0",""
"113050","1","1","1","0","35-44","web","1","3.00"
"113050","2","2","1","1","45-54","ios","1","4.00"
"113050","4","4","2","2","Unknown","ios","2","3.00"
"113050","1","1","1","0","Unknown","web","0",""
"113051","1","1","1","0","18-24","android","0",""
"113051","2","2","2","0","18-24","ios","2","3.50"
"113051","1","1","1","0","25-34","android","1","5.00"
"113051","2","2","2","0","25-34","ios","2","2.00"
"113051","2","2","2","0","35-44","android","1","3.00"
"113051","1","1","1","0","35-44","ios","0",""
"113051","2","2","2","0","45-54","ios","1","1.00"
"113051","4","4","4","0","Unknown","android","2","3.00"
"113051","2","2","2","0","Unknown","ios","1","5.00"
"113052","2","2","1","1","18-24","android","0",""
"113052","2","2","2","0","18-24","ios","2","3.50"
"113052","1","1","0","1","25-34","android","0",""
"113052","2","2","2","0","25-34","ios","2","3.00"
"113052","2","2","1","1","35-44","ios","0",""
"113052","1","1","1","0","45-54","android","1","4.00"
"113052","1","1","0","1","45-54","ios","0",""
"113052","1","1","1","0","Unknown","android","0",""
"113052","2","2","2","0","Unknown","ios","1","4.00"
"113053","2","2","2","0","18-24","ios","1","5.00"
"113053","1","1","1","0","25-34","android","0",""
"113053","1","1","1","0","35-44","ios","0",""
"113053","1","1","1","0","35-44","web","1","4.00"
"113053","2","2","2","0","45-54","ios","1","4.00"
"113053","1","1","1","0","Unknown","android","1","4.00"
"113053","3","3","3","0","Unknown","ios","2","3.50"
"113053","1","1","1","0","Unknown","web","1","1.00"
"113054","2","2","2","0","25-34","android","1","5.00"
"113054","1","1","1","0","25-34","ios","0",""
"113054","1","1","1","0","35-44","android","0",""
"113054","2","2","2","0","35-44","ios","1","1.00"
"113054","3","3","2","1","Unknown","android","1","5.00"
"113054","2","2","2","0","Unknown","ios","1","1.00"
"113055","1","1","1","0","18-24","ios","1","5.00"
"113055","3","3","3","0","25-34","android","1","2.00"
"113055","2","2","1","1","25-34","ios","1","5.00"
"113055","3","3","3","0","35-44","ios","3","2.33"
"113055","1","1","1","0","45-54","ios","1","5.00"
"113055","3","3","3","0","Unknown","android","2","3.00"
"113055","2","2","1","1","Unknown","ios","1","5.00"
"113056","1","1","1","0","25-34","ios","1","1.00"
"113056","2","2","2","0","35-44","android","1","1.00"
"113056","1","1","1","0","35-44","ios","1","5.00"
"113056","1","1","1","0","45-54","android","1","4.00"
"113056","1","1","1","0","45-54","ios","1","5.00"
"113056","1","1","1","0","Unknown","ios","0",""
"113057","1","1","1","0","18-24","ios","1","5.00"
"113057","1","1","1","0","18-24","web","1","5.00"
"113057","2","2","2","0","25-34","ios","2","3.50"
"113057","2","2","2","0","35-44","android","2","4.50"
"113057","1","1","1","0","35-44","ios","1","4.00"
"113057","1","1","1","0","35-44","web","0",""
"113057","1","1","1","0","45-54","ios","1","3.00"
"113057","3","3","3","0","Unknown","android","2","2.50"
"113057","4","4","4","0","Unknown","ios","3","2.33"
"113058","1","1","0","1","18-24","android","0",""
"113058","2","2","1","1","18-24","ios","0",""
"113058","3","3","2","1","25-34","ios","1","3.00"
"113058","3","3","3","0","35-44","ios","2","1.50"
"113058","1","1","1","0","35-44","web","1","5.00"
"113058","2","2","2","0","45-54","ios","1","4.00"
"113058","3","3","2","1","Unknown","android","2","3.00"
"113058","1","1","0","1","Unknown","ios","0",""
"113059","1","1","1","0","18-24","web","0",""
"113059","1","1","1","0","25-34","android","0",""
"113059","6","6","6","0","25-34","ios","4","3.25"
"113059","1","1","1","0","35-44","ios","0",""
"113059","3","3","2","1","45-54","ios","2","2.50"
"113059","1","1","1","0","Unknown","android","1","4.00"
"113059","2","2","2","0","Unknown","ios","1","1.00"
"113060","1","1","1","0","25-34","android","1","5.00"
"113060","1","1","1","0","25-34","ios","1","2.00"
"113060","1","1","1","0","25-34","web","0",""
"113060","1","1","1","0","35-44","android","1","1.00"
"113060","4","4","2","2","35-44","ios","1","1.00"
"113060","1","1","1","0","45-54","ios","1","2.00"
"113060","1","1","1","0","45-54","web","1","1.00"
"113060","2","2","2","0","Unknown","android","2","1.00"
"113060","2","2","2","0","Unknown","ios","1","4.00"
"113061","1","1","1","0","18-24","ios","1","1.00"
"113061","1","1","1","0","18-24","web","1","1.00"
"113061","1","1","1","0","25-34","ios","0",""
"113061","1","1","1","0","35-44","ios","0",""
"113061","1","1","1","0","35-44","web","1","3.00"
"113061","1","1","1","0","45-54","android","1","1.00"
"113061","1","1","1","0","45-54","ios","1","5.00"
"113061","1","1","1","0","Unknown","android","0",""
"113062","1","1","1","0","18-24","android","1","1.00"
"113062","1","1","1","0","25-34","android","0",""
"113062","2","2","1","1","25-34","ios","1","3.00"
"113062","6","6","6","0","35-44","ios","5","2.60"
"113062","1","1","1","0","45-54","android","1","5.00"
"113062","3","3","3","0","Unknown","ios","3","4.00"
"113063","2","2","2","0","18-24","web","2","3.00"
"113063","4","4","4","0","25-34","ios","3","3.00"
"113063","2","2","2","0","35-44","ios","2","4.50"
"113063","1","1","1","0","35-44","web","0",""
"113063","5","5","5","0","Unknown","ios","5","2.20"
"113064","2","2","2","0","18-24","ios","2","3.50"
"113064","1","1","1","0","25-34","android","0",""
"113064","1","1","1","0","25-34","web","1","5.00"
"113064","1","1","1","0","35-44","android","1","1.00"
"113064","1","1","1","0","35-44","ios","1","4.00"
"113064","2","2","2","0","35-44","web","2","2.50"
"113064","1","1","1","0","45-54","ios","0",""
"113064","2","2","2","0","Unknown","ios","1","1.00"
"113064","1","1","0","1","Unknown","web","0",""
"113065","3","3","3","0","18-24","ios","2","3.00"
"113065","3","3","3","0","25-34","android","3","2.67"
"113065","2","2","2","0","25-34","ios","2","1.50"
"113065","1","1","1","0","35-44","android","0",""
"113065","5","5","5","0","35-44","ios","4","3.50"
"113065","3","3","3","0","Unknown","ios","3","2.00"
"113066","2","2","2","0","25-34","ios","2","5.00"
"113066","2","2","2","0","35-44","ios","1","4.00"
"113066","1","1","1","0","35-44","web","1","2.00"
"113066","2","2","2","0","45-54","ios","2","3.00"
"113066","1","1","1","0","Unknown","android","0",""
"113066","2","2","1","1","Unknown","ios","0",""
"113067","2","2","2","0","18-24","ios","2","4.00"
"113067","1","1","1","0","25-34","android","1","2.00"
"113067","4","4","4","0","25-34","ios","2","4.00"
"113067","1","1","1","0","35-44","ios","1","4.00"
"113067","1","1","1","0","35-44","web","1","5.00"
"113068","2","2","2","0","18-24","ios","2","5.00"
"113068","1","1","1","0","25-34","ios","1","4.00"
"113068","3","3","3","0","35-44","ios","2","2.00"
"113068","1","1","1","0","35-44","web","1","2.00"
"113068","1","1","1","0","45-54","android","1","2.00"
"113068","1","1","1","0","45-54","ios","1","2.00"
"113068","2","2","2","0","Unknown","android","1","5.00"
"113068","5","5","4","1","Unknown","ios","2","3.50"
"113068","1","1","1","0","Unknown","web","1","1.00"
"113069","2","2","2","0","18-24","web","2","4.00"
"113069","3","3","3","0","25-34","ios","3","3.33"
"113069","1","1","1","0","35-44","android","1","4.00"
"113069","5","5","5","0","35-44","ios","4","1.75"
"113069","1","1","1","0","35-44","web","1","5.00"
"113069","1","1","1","0","45-54","ios","1","1.00"
"113069","1","1","1","0","45-54","web","1","1.00"
"113069","1","1","1","0","Unknown","android","1","2.00"
"113069","3","3","3","0","Unknown","ios","1","1.00"
"113070","1","1","1","0","35-44","android","0",""
"113070","1","1","0","1","35-44","ios","0",""
"113070","1","1","1","0","45-54","android","1","4.00"
"113070","1","1","1","0","45-54","ios","1","4.00"
"113070","1","1","1","0","Unknown","ios","1","2.00"
"113071","2","2","2","0","25-34","android","2","1.00"
"113071","1","1","1","0","25-34","ios","0",""
"113071","2","2","2","0","35-44","android","2","3.00"
"113071","1","1","1","0","35-44","ios","1","5.00"
"113071","2","2","1","1","45-54","ios","0",""
"113071","1","1","0","1","45-54","web","0",""
"113071","3","3","2","1","Unknown","android","2","3.50"
"113071","3","3","2","1","Unknown","ios","2","3.50"
"113072","1","1","1","0","18-24","ios","1","5.00"
"113072","1","1","1","0","25-34","android","1","5.00"
"113072","2","2","2","0","25-34","ios","0",""
"113072","1","1","1","0","25-34","web","1","4.00"
"113072","1","1","1","0","35-44","ios","1","5.00"
"113072","3","3","3","0","Unknown","ios","2","4.00"
"113073","1","1","0","1","18-24","android","0",""
"113073","1","1","1","0","25-34","android","0",""
"113073","3","3","2","1","35-44","ios","1","5.00"
"113073","4","4","4","0","Unknown","ios","3","3.67"
"113074","1","1","1","0","18-24","android","0",""
"113074","1","1","1","0","25-34","android","0",""
"113074","2","2","2","0","25-34","ios","2","2.50"
"113074","1","1","1","0","35-44","android","1","4.00"
"113074","1","1","1","0","35-44","ios","1","3.00"
"113074","2","2","2","0","35-44","web","2","2.50"
"113074","1","1","1","0","45-54","android","0",""
"113074","1","1","1","0","45-54","ios","0",""
"113074","4","4","4","0","Unknown","android","3","2.33"
"113074","1","1","0","1","Unknown","ios","0",""
"113075","2","2","2","0","18-24","ios","2","1.00"
"113075","1","1","1","0","25-34","ios","1","5.00"
"113075","1","1","1","0","25-34","web","0",""
"113075","1","1","1","0","35-44","android","1","1.00"
"113075","1","1","1","0","35-44","ios","1","4.00"
"113075","2","2","2","0","35-44","web","2","2.00"
"113075","1","1","1","0","45-54","ios","1","2.00"
"113075","2","2","2","0","Unknown","web","1","5.00"
"113076","1","1","1","0","18-24","ios","1","2.00"
"113076","2","2","2","0","25-34","android","2","2.50"
"113076","1","1","0","1","25-34","ios","0",""
"113076","1","1","1","0","35-44","android","0",""
"113076","1","1","1","0","45-54","ios","1","4.00"
"113076","1","1","1","0","Unknown","android","1","1.00"
"113076","4","4","4","0","Unknown","ios","4","1.25"
"113077","3","3","3","0","18-24","ios","2","4.00"
"113077","1","1","1","0","25-34","android","0",""
"113077","2","2","1","1","25-34","ios","1","1.00"
