"funnel_step","funnel_name","users","platform","age_range","total_usd","rides","cancellations","total_reviews","avg_rating","daily_date"
"1","downloads","8","web","","","","","","","2021-03-27"
"1","downloads","15","android","","","","","","","2021-03-28"
"1","downloads","39","ios","","","","","","","2021-03-28"
"1","downloads","7","web","","","","","","","2021-03-28"
"1","downloads","14","android","","","","","","","2021-03-29"
"1","downloads","41","ios","","","","","","","2021-03-29"
"1","downloads","5","web","","","","","","","2021-03-29"
"1","downloads","25","android","","","","","","","2021-03-30"
"1","downloads","29","ios","","","","","","","2021-03-30"
"1","downloads","8","web","","","","","","","2021-03-30"
"1","downloads","24","android","","","","","","","2021-03-31"
"1","downloads","37","ios","","","","","","","2021-03-31"
"1","downloads","9","web","","","","","","","2021-03-31"
"1","downloads","15","android","","","","","","","2021-04-01"
"1","downloads","44","ios","","","","","","","2021-04-01"
"1","downloads","8","web","","","","","","","2021-04-01"
"1","downloads","17","android","","","","","","","2021-04-02"
"1","downloads","38","ios","","","","","","","2021-04-02"
"1","downloads","6","web","","","","","","","2021-04-02"
"1","downloads","17","android","","","","","","","2021-04-03"
"1","downloads","31","ios","","","","","","","2021-04-03"
"1","downloads","6","web","","","","","","","2021-04-03"
"1","downloads","18","android","","","","","","","2021-04-04"
"1","downloads","34","ios","","","","","","","2021-04-04"
"1","downloads","7","web","","","","","","","2021-04-04"
"1","downloads","16","android","","","","","","","2021-04-05"
"1","downloads","51","ios","","","","","","","2021-04-05"
"1","downloads","7","web","","","","","","","2021-04-05"
"1","downloads","24","android","","","","","","","2021-04-06"
"1","downloads","38","ios","","","","","","","2021-04-06"
"1","downloads","3","web","","","","","","","2021-04-06"
"1","downloads","21","android","","","","","","","2021-04-07"
"1","downloads","49","ios","","","","","","","2021-04-07"
"1","downloads","6","web","","","","","","","2021-04-07"
"1","downloads","20","android","","","","","","","2021-04-08"
"1","downloads","38","ios","","","","","","","2021-04-08"
"1","downloads","4","web","","","","","","","2021-04-08"
"1","downloads","20","android","","","","","","","2021-04-09"
"1","downloads","47","ios","","","","","","","2021-04-09"
"1","downloads","4","web","","","","","","","2021-04-09"
"1","downloads","17","android","","","","","","","2021-04-10"
"1","downloads","47","ios","","","","","","","2021-04-10"
"1","downloads","3","web","","","","","","","2021-04-10"
"1","downloads","18","android","","","","","","","2021-04-11"
"1","downloads","38","ios","","","","","","","2021-04-11"
"1","downloads","7","web","","","","","","","2021-04-11"
"1","downloads","14","android","","","","","","","2021-04-12"
"1","downloads","46","ios","","","","","","","2021-04-12"
"1","downloads","10","web","","","","","","","2021-04-12"
"1","downloads","16","android","","","","","","","2021-04-13"
"1","downloads","43","ios","","","","","","","2021-04-13"
"1","downloads","8","web","","","","","","","2021-04-13"
"1","downloads","19","android","","","","","","","2021-04-14"
"1","downloads","40","ios","","","","","","","2021-04-14"
"1","downloads","8","web","","","","","","","2021-04-14"
"1","downloads","23","android","","","","","","","2021-04-15"
"1","downloads","42","ios","","","","","","","2021-04-15"
"1","downloads","4","web","","","","","","","2021-04-15"
"1","downloads","23","android","","","","","","","2021-04-16"
"1","downloads","44","ios","","","","","","","2021-04-16"
"1","downloads","10","web","","","","","","","2021-04-16"
"1","downloads","29","android","","","","","","","2021-04-17"
"1","downloads","36","ios","","","","","","","2021-04-17"
"1","downloads","4","web","","","","","","","2021-04-17"
"1","downloads","18","android","","","","","","","2021-04-18"
"1","downloads","47","ios","","","","","","","2021-04-18"
"1","downloads","5","web","","","","","","","2021-04-18"
"1","downloads","18","android","","","","","","","2021-04-19"
"1","downloads","33","ios","","","","","","","2021-04-19"
"1","downloads","2","web","","","","","","","2021-04-19"
"1","downloads","25","android","","","","","","","2021-04-20"
"1","downloads","35","ios","","","","","","","2021-04-20"
"1","downloads","4","web","","","","","","","2021-04-20"
"1","downloads","15","android","","","","","","","2021-04-21"
"1","downloads","32","ios","","","","","","","2021-04-21"
"1","downloads","5","web","","","","","","","2021-04-21"
"1","downloads","29","android","","","","","","","2021-04-22"
"1","downloads","36","ios","","","","","","","2021-04-22"
"1","downloads","3","web","","","","","","","2021-04-22"
"1","downloads","24","android","","","","","","","2021-04-23"
"1","downloads","32","ios","","","","","","","2021-04-23"
"1","downloads","5","web","","","","","","","2021-04-23"
"1","downloads","12","android","","","","","","","2021-04-24"
"1","downloads","43","ios","","","","","","","2021-04-24"
"1","downloads","4","web","","","","","","","2021-04-24"
"1","downloads","18","android","","","","","","","2021-04-25"
"1","downloads","33","ios","","","","","","","2021-04-25"
"1","downloads","10","web","","","","","","","2021-04-25"
"1","downloads","16","android","","","","","","","2021-04-26"
"1","downloads","42","ios","","","","","","","2021-04-26"
"1","downloads","4","web","","","","","","","2021-04-26"
"1","downloads","26","android","","","","","","","2021-04-27"
"1","downloads","35","ios","","","","","","","2021-04-27"
"1","downloads","9","web","","","","","","","2021-04-27"
"1","downloads","18","android","","","","","","","2021-04-28"
"1","downloads","46","ios","","","","","","","2021-04-28"
"1","downloads","12","web","","","","","","","2021-04-28"
"1","downloads","18","android","","","","","","","2021-04-29"
"1","downloads","26","ios","","","","","","","2021-04-29"
"1","downloads","12","web","","","","","","","2021-04-29"
"1","downloads","15","android","","","","","","","2021-04-30"
"1","downloads","35","ios","","","","","","","2021-04-30"
"1","downloads","9","web","","","","","","","2021-04-30"
"1","downloads","9","android","","","","","","","2021-05-01"
"1","downloads","34","ios","","","","","","","2021-05-01"
"1","downloads","5","web","","","","","","","2021-05-01"
"1","downloads","28","android","","","","","","","2021-05-02"
"1","downloads","33","ios","","","","","","","2021-05-02"
"1","downloads","6","web","","","","","","","2021-05-02"
"1","downloads","21","android","","","","","","","2021-05-03"
"1","downloads","37","ios","","","","","","","2021-05-03"
"1","downloads","10","web","","","","","","","2021-05-03"
"1","downloads","25","android","","","","","","","2021-05-04"
"1","downloads","34","ios","","","","","","","2021-05-04"
"1","downloads","5","web","","","","","","","2021-05-04"
"1","downloads","14","android","","","","","","","2021-05-05"
"1","downloads","27","ios","","","","","","","2021-05-05"
"1","downloads","5","web","","","","","","","2021-05-05"
"1","downloads","22","android","","","","","","","2021-05-06"
"1","downloads","36","ios","","","","","","","2021-05-06"
"1","downloads","6","web","","","","","","","2021-05-06"
"1","downloads","17","android","","","","","","","2021-05-07"
"1","downloads","47","ios","","","","","","","2021-05-07"
"1","downloads","11","web","","","","","","","2021-05-07"
"1","downloads","18","android","","","","","","","2021-05-08"
"1","downloads","31","ios","","","","","","","2021-05-08"
"1","downloads","8","web","","","","","","","2021-05-08"
"1","downloads","22","android","","","","","","","2021-05-09"
"1","downloads","29","ios","","","","","","","2021-05-09"
"1","downloads","5","web","","","","","","","2021-05-09"
"1","downloads","17","android","","","","","","","2021-05-10"
"1","downloads","49","ios","","","","","","","2021-05-10"
"1","downloads","5","web","","","","","","","2021-05-10"
"1","downloads","13","android","","","","","","","2021-05-11"
"1","downloads","50","ios","","","","","","","2021-05-11"
"1","downloads","8","web","","","","","","","2021-05-11"
"1","downloads","18","android","","","","","","","2021-05-12"
"1","downloads","36","ios","","","","","","","2021-05-12"
"1","downloads","9","web","","","","","","","2021-05-12"
"1","downloads","19","android","","","","","","","2021-05-13"
"1","downloads","34","ios","","","","","","","2021-05-13"
"1","downloads","7","web","","","","","","","2021-05-13"
"1","downloads","32","android","","","","","","","2021-05-14"
"1","downloads","34","ios","","","","","","","2021-05-14"
"1","downloads","7","web","","","","","","","2021-05-14"
"1","downloads","23","android","","","","","","","2021-05-15"
"1","downloads","29","ios","","","","","","","2021-05-15"
"1","downloads","4","web","","","","","","","2021-05-15"
"1","downloads","11","android","","","","","","","2021-05-16"
"1","downloads","46","ios","","","","","","","2021-05-16"
"1","downloads","5","web","","","","","","","2021-05-16"
"1","downloads","13","android","","","","","","","2021-05-17"
"1","downloads","32","ios","","","","","","","2021-05-17"
"1","downloads","5","web","","","","","","","2021-05-17"
"1","downloads","22","android","","","","","","","2021-05-18"
"1","downloads","41","ios","","","","","","","2021-05-18"
"1","downloads","3","web","","","","","","","2021-05-18"
"1","downloads","13","android","","","","","","","2021-05-19"
"1","downloads","50","ios","","","","","","","2021-05-19"
"1","downloads","6","web","","","","","","","2021-05-19"
"1","downloads","19","android","","","","","","","2021-05-20"
"1","downloads","37","ios","","","","","","","2021-05-20"
"1","downloads","8","web","","","","","","","2021-05-20"
"1","downloads","17","android","","","","","","","2021-05-21"
"1","downloads","40","ios","","","","","","","2021-05-21"
"1","downloads","5","web","","","","","","","2021-05-21"
"1","downloads","21","android","","","","","","","2021-05-22"
"1","downloads","33","ios","","","","","","","2021-05-22"
"1","downloads","7","web","","","","","","","2021-05-22"
"1","downloads","22","android","","","","","","","2021-05-23"
"1","downloads","38","ios","","","","","","","2021-05-23"
"1","downloads","3","web","","","","","","","2021-05-23"
"1","downloads","14","android","","","","","","","2021-05-24"
"1","downloads","32","ios","","","","","","","2021-05-24"
"1","downloads","6","web","","","","","","","2021-05-24"
"1","downloads","22","android","","","","","","","2021-05-25"
"1","downloads","38","ios","","","","","","","2021-05-25"
"1","downloads","5","web","","","","","","","2021-05-25"
"1","downloads","15","android","","","","","","","2021-05-26"
"1","downloads","51","ios","","","","","","","2021-05-26"
"1","downloads","5","web","","","","","","","2021-05-26"
"1","downloads","16","android","","","","","","","2021-05-27"
"1","downloads","35","ios","","","","","","","2021-05-27"
"1","downloads","11","web","","","","","","","2021-05-27"
"1","downloads","24","android","","","","","","","2021-05-28"
"1","downloads","35","ios","","","","","","","2021-05-28"
"1","downloads","2","web","","","","","","","2021-05-28"
"1","downloads","22","android","","","","","","","2021-05-29"
"1","downloads","40","ios","","","","","","","2021-05-29"
"1","downloads","5","web","","","","","","","2021-05-29"
"1","downloads","21","android","","","","","","","2021-05-30"
"1","downloads","40","ios","","","","","","","2021-05-30"
"1","downloads","1","web","","","","","","","2021-05-30"
"1","downloads","29","android","","","","","","","2021-05-31"
"1","downloads","41","ios","","","","","","","2021-05-31"
"1","downloads","9","web","","","","","","","2021-05-31"
"1","downloads","12","android","","","","","","","2021-06-01"
"1","downloads","43","ios","","","","","","","2021-06-01"
"1","downloads","8","web","","","","","","","2021-06-01"
"1","downloads","9","android","","","","","","","2021-06-02"
"1","downloads","52","ios","","","","","","","2021-06-02"
"1","downloads","9","web","","","","","","","2021-06-02"
"1","downloads","25","android","","","","","","","2021-06-03"
"1","downloads","42","ios","","","","","","","2021-06-03"
"1","downloads","9","web","","","","","","","2021-06-03"
"1","downloads","19","android","","","","","","","2021-06-04"
"1","downloads","46","ios","","","","","","","2021-06-04"
"1","downloads","14","web","","","","","","","2021-06-04"
"1","downloads","19","android","","","","","","","2021-06-05"
"1","downloads","37","ios","","","","","","","2021-06-05"
"1","downloads","9","web","","","","","","","2021-06-05"
"1","downloads","22","android","","","","","","","2021-06-06"
"1","downloads","36","ios","","","","","","","2021-06-06"
"1","downloads","12","web","","","","","","","2021-06-06"
"1","downloads","19","android","","","","","","","2021-06-07"
"1","downloads","48","ios","","","","","","","2021-06-07"
"1","downloads","5","web","","","","","","","2021-06-07"
"1","downloads","18","android","","","","","","","2021-06-08"
"1","downloads","40","ios","","","","","","","2021-06-08"
"1","downloads","3","web","","","","","","","2021-06-08"
"1","downloads","18","android","","","","","","","2021-06-09"
"1","downloads","35","ios","","","","","","","2021-06-09"
"1","downloads","7","web","","","","","","","2021-06-09"
"1","downloads","15","android","","","","","","","2021-06-10"
"1","downloads","43","ios","","","","","","","2021-06-10"
"1","downloads","4","web","","","","","","","2021-06-10"
"1","downloads","17","android","","","","","","","2021-06-11"
"1","downloads","46","ios","","","","","","","2021-06-11"
"1","downloads","3","web","","","","","","","2021-06-11"
"1","downloads","22","android","","","","","","","2021-06-12"
"1","downloads","38","ios","","","","","","","2021-06-12"
"1","downloads","5","web","","","","","","","2021-06-12"
"1","downloads","22","android","","","","","","","2021-06-13"
"1","downloads","32","ios","","","","","","","2021-06-13"
"1","downloads","8","web","","","","","","","2021-06-13"
"1","downloads","12","android","","","","","","","2021-06-14"
"1","downloads","46","ios","","","","","","","2021-06-14"
"1","downloads","9","web","","","","","","","2021-06-14"
"1","downloads","21","android","","","","","","","2021-06-15"
"1","downloads","38","ios","","","","","","","2021-06-15"
"1","downloads","8","web","","","","","","","2021-06-15"
"1","downloads","22","android","","","","","","","2021-06-16"
"1","downloads","40","ios","","","","","","","2021-06-16"
"1","downloads","10","web","","","","","","","2021-06-16"
"1","downloads","23","android","","","","","","","2021-06-17"
"1","downloads","50","ios","","","","","","","2021-06-17"
"1","downloads","7","web","","","","","","","2021-06-17"
"1","downloads","21","android","","","","","","","2021-06-18"
"1","downloads","43","ios","","","","","","","2021-06-18"
"1","downloads","10","web","","","","","","","2021-06-18"
"1","downloads","15","android","","","","","","","2021-06-19"
"1","downloads","39","ios","","","","","","","2021-06-19"
"1","downloads","8","web","","","","","","","2021-06-19"
"1","downloads","20","android","","","","","","","2021-06-20"
"1","downloads","41","ios","","","","","","","2021-06-20"
"1","downloads","8","web","","","","","","","2021-06-20"
"1","downloads","24","android","","","","","","","2021-06-21"
"1","downloads","41","ios","","","","","","","2021-06-21"
"1","downloads","4","web","","","","","","","2021-06-21"
"1","downloads","25","android","","","","","","","2021-06-22"
"1","downloads","35","ios","","","","","","","2021-06-22"
"1","downloads","11","web","","","","","","","2021-06-22"
"1","downloads","12","android","","","","","","","2021-06-23"
"1","downloads","49","ios","","","","","","","2021-06-23"
"1","downloads","8","web","","","","","","","2021-06-23"
"1","downloads","17","android","","","","","","","2021-06-24"
"1","downloads","39","ios","","","","","","","2021-06-24"
"1","downloads","7","web","","","","","","","2021-06-24"
"1","downloads","14","android","","","","","","","2021-06-25"
"1","downloads","46","ios","","","","","","","2021-06-25"
"1","downloads","3","web","","","","","","","2021-06-25"
"1","downloads","21","android","","","","","","","2021-06-26"
"1","downloads","47","ios","","","","","","","2021-06-26"
"1","downloads","8","web","","","","","","","2021-06-26"
"1","downloads","23","android","","","","","","","2021-06-27"
"1","downloads","39","ios","","","","","","","2021-06-27"
"1","downloads","4","web","","","","","","","2021-06-27"
"1","downloads","13","android","","","","","","","2021-06-28"
"1","downloads","44","ios","","","","","","","2021-06-28"
"1","downloads","6","web","","","","","","","2021-06-28"
"1","downloads","23","android","","","","","","","2021-06-29"
"1","downloads","27","ios","","","","","","","2021-06-29"
"1","downloads","9","web","","","","","","","2021-06-29"
"1","downloads","22","android","","","","","","","2021-06-30"
"1","downloads","38","ios","","","","","","","2021-06-30"
"1","downloads","10","web","","","","","","","2021-06-30"
"1","downloads","14","android","","","","","","","2021-07-01"
"1","downloads","26","ios","","","","","","","2021-07-01"
"1","downloads","7","web","","","","","","","2021-07-01"
"1","downloads","18","android","","","","","","","2021-07-02"
"1","downloads","48","ios","","","","","","","2021-07-02"
