"driver_id","users","rides","rides_completed","rides_canceled","age_range","platform","reviews","avg_rating"
"106506","1","1","1","0","Unknown","android","1","4.00"
"106506","4","4","4","0","Unknown","ios","3","4.00"
"106506","1","1","0","1","Unknown","web","0",""
"106507","1","1","1","0","18-24","ios","0",""
"106507","1","1","1","0","25-34","android","1","1.00"
"106507","4","4","3","1","25-34","ios","2","3.50"
"106507","2","2","2","0","35-44","android","2","3.50"
"106507","2","2","2","0","35-44","ios","1","5.00"
"106507","1","1","1","0","35-44","web","1","5.00"
"106507","2","2","2","0","45-54","ios","1","1.00"
"106507","2","2","1","1","Unknown","android","1","1.00"
"106507","1","1","1","0","Unknown","ios","1","4.00"
"106508","2","2","2","0","25-34","android","1","1.00"
"106508","1","1","1","0","25-34","ios","1","1.00"
"106508","1","1","1","0","35-44","android","0",""
"106508","3","3","3","0","35-44","ios","3","4.33"
"106508","1","1","1","0","45-54","android","1","1.00"
"106508","3","3","2","1","Unknown","android","1","5.00"
"106508","6","6","5","1","Unknown","ios","4","3.25"
"106509","3","3","2","1","25-34","android","2","2.50"
"106509","3","3","1","2","25-34","ios","1","5.00"
"106509","1","1","1","0","35-44","ios","1","4.00"
"106509","1","1","1","0","45-54","ios","1","2.00"
"106509","2","2","2","0","Unknown","android","1","3.00"
"106509","4","4","4","0","Unknown","ios","3","3.33"
"106510","2","2","2","0","18-24","android","2","2.50"
"106510","3","3","3","0","18-24","ios","2","1.50"
"106510","1","1","1","0","25-34","ios","1","2.00"
"106510","2","2","2","0","35-44","ios","2","2.00"
"106510","2","2","1","1","45-54","android","1","1.00"
"106510","1","1","0","1","45-54","web","0",""
"106510","1","1","1","0","Unknown","android","0",""
"106510","1","1","0","1","Unknown","ios","0",""
"106510","1","1","1","0","Unknown","web","1","5.00"
"106511","3","3","3","0","25-34","ios","2","4.50"
"106511","5","5","5","0","35-44","ios","2","3.00"
"106511","1","1","1","0","35-44","web","0",""
"106511","2","2","2","0","45-54","android","2","5.00"
"106511","2","2","2","0","45-54","ios","2","3.50"
"106511","1","1","1","0","Unknown","android","0",""
"106511","2","2","2","0","Unknown","ios","1","1.00"
"106512","3","3","3","0","18-24","ios","2","5.00"
"106512","3","3","3","0","25-34","ios","1","4.00"
"106512","2","2","2","0","35-44","ios","1","3.00"
"106512","1","1","1","0","45-54","android","1","3.00"
"106512","3","3","3","0","45-54","ios","1","1.00"
"106512","3","3","3","0","Unknown","ios","1","5.00"
"106512","1","1","1","0","Unknown","web","1","1.00"
"106513","1","1","1","0","18-24","android","0",""
"106513","1","1","1","0","18-24","web","1","5.00"
"106513","1","1","1","0","25-34","android","1","3.00"
"106513","1","1","1","0","25-34","ios","1","1.00"
"106513","1","1","1","0","25-34","web","1","4.00"
"106513","5","5","3","2","35-44","android","3","2.33"
"106513","3","3","3","0","35-44","ios","2","1.50"
"106513","1","1","1","0","35-44","web","1","4.00"
"106513","4","4","4","0","45-54","ios","3","4.00"
"106513","1","1","1","0","45-54","web","0",""
"106513","4","4","2","2","Unknown","ios","2","3.50"
"106514","1","1","1","0","18-24","android","1","1.00"
"106514","2","2","2","0","18-24","ios","0",""
"106514","2","2","2","0","18-24","web","1","5.00"
"106514","2","2","1","1","25-34","ios","1","1.00"
"106514","1","1","1","0","35-44","ios","1","2.00"
"106514","1","1","1","0","45-54","android","0",""
"106514","1","1","1","0","45-54","ios","1","3.00"
"106514","2","2","2","0","Unknown","android","1","1.00"
"106514","2","2","2","0","Unknown","ios","2","4.50"
"106515","1","1","1","0","18-24","ios","1","1.00"
"106515","1","1","1","0","25-34","android","1","5.00"
"106515","3","3","3","0","25-34","ios","1","3.00"
"106515","1","1","1","0","35-44","android","1","1.00"
"106515","2","2","2","0","35-44","ios","1","3.00"
"106515","1","1","0","1","35-44","web","0",""
"106515","1","1","1","0","45-54","ios","1","1.00"
"106515","3","3","3","0","Unknown","android","2","2.50"
"106515","3","3","2","1","Unknown","ios","1","5.00"
"106516","1","1","1","0","18-24","android","0",""
"106516","5","5","5","0","35-44","ios","5","3.60"
"106516","1","1","1","0","35-44","web","0",""
"106516","1","1","1","0","45-54","ios","1","4.00"
"106517","1","1","1","0","25-34","android","1","2.00"
"106517","2","2","2","0","25-34","ios","2","3.00"
"106517","1","1","1","0","25-34","web","1","2.00"
"106517","2","2","1","1","35-44","android","0",""
"106517","5","5","5","0","35-44","ios","1","2.00"
"106517","1","1","0","1","45-54","ios","0",""
"106517","1","1","1","0","Unknown","android","1","4.00"
"106517","1","1","1","0","Unknown","ios","1","2.00"
"106517","1","1","1","0","Unknown","web","0",""
"106518","1","1","1","0","18-24","android","1","4.00"
"106518","1","1","1","0","25-34","android","1","5.00"
"106518","1","1","1","0","25-34","web","0",""
"106518","2","2","1","1","35-44","android","1","2.00"
"106518","4","4","4","0","35-44","ios","3","2.00"
"106518","2","2","1","1","45-54","android","1","4.00"
"106518","5","5","4","1","Unknown","android","3","4.33"
"106518","1","1","0","1","Unknown","ios","0",""
"106518","2","2","2","0","Unknown","web","2","1.00"
"106519","1","1","1","0","18-24","ios","1","3.00"
"106519","1","1","1","0","25-34","android","1","2.00"
"106519","2","2","0","2","25-34","ios","0",""
"106519","1","1","1","0","25-34","web","1","3.00"
"106519","1","1","1","0","35-44","android","1","5.00"
"106519","1","1","1","0","35-44","ios","1","4.00"
"106519","1","1","1","0","Unknown","ios","1","4.00"
"106520","1","1","0","1","18-24","android","0",""
"106520","1","1","1","0","25-34","android","0",""
"106520","1","1","1","0","35-44","ios","1","4.00"
"106520","1","1","1","0","Unknown","android","1","5.00"
"106520","3","3","3","0","Unknown","ios","3","2.33"
"106521","1","1","1","0","18-24","android","1","3.00"
"106521","3","3","3","0","25-34","ios","2","2.50"
"106521","2","2","2","0","35-44","ios","2","4.50"
"106521","1","1","1","0","35-44","web","1","5.00"
"106521","1","1","1","0","45-54","web","1","3.00"
"106521","2","2","2","0","Unknown","android","1","1.00"
"106521","1","1","1","0","Unknown","ios","1","4.00"
"106522","1","1","1","0","18-24","android","1","5.00"
"106522","1","1","1","0","18-24","web","1","4.00"
"106522","1","1","1","0","25-34","android","1","1.00"
"106522","1","1","0","1","25-34","ios","0",""
"106522","2","2","2","0","35-44","ios","2","4.50"
"106522","1","1","1","0","35-44","web","1","5.00"
"106522","1","1","1","0","45-54","android","1","4.00"
"106522","1","1","0","1","45-54","ios","0",""
"106522","3","3","2","1","Unknown","android","1","5.00"
"106522","1","1","1","0","Unknown","ios","0",""
"106522","1","1","1","0","Unknown","web","1","5.00"
"106523","3","3","3","0","18-24","ios","2","4.00"
"106523","2","2","2","0","25-34","android","0",""
"106523","2","2","2","0","25-34","ios","2","3.00"
"106523","1","1","1","0","35-44","android","1","2.00"
"106523","1","1","1","0","35-44","ios","0",""
"106523","1","1","1","0","45-54","web","1","1.00"
"106523","1","1","1","0","Unknown","android","0",""
"106523","3","3","2","1","Unknown","ios","1","5.00"
"106524","1","1","1","0","18-24","android","1","4.00"
"106524","3","3","3","0","18-24","ios","2","4.50"
"106524","1","1","1","0","25-34","android","1","3.00"
"106524","1","1","1","0","35-44","android","1","5.00"
"106524","4","4","4","0","35-44","ios","3","3.33"
"106524","1","1","1","0","45-54","ios","0",""
"106524","1","1","1","0","45-54","web","1","3.00"
"106524","1","1","1","0","Unknown","android","0",""
"106524","3","3","3","0","Unknown","ios","1","4.00"
"106524","1","1","1","0","Unknown","web","0",""
"106525","2","2","2","0","18-24","ios","1","3.00"
"106525","1","1","1","0","25-34","android","1","4.00"
"106525","3","3","2","1","25-34","ios","2","4.50"
"106525","1","1","1","0","35-44","web","1","4.00"
"106525","1","1","1","0","45-54","ios","0",""
"106525","1","1","1","0","Unknown","ios","1","4.00"
"106526","1","1","1","0","25-34","android","1","1.00"
"106526","4","4","4","0","25-34","ios","3","4.00"
"106526","2","2","2","0","25-34","web","2","1.50"
"106526","5","5","5","0","35-44","ios","2","3.50"
"106526","1","1","1","0","35-44","web","1","1.00"
"106526","2","2","2","0","45-54","android","1","4.00"
"106526","1","1","1","0","Unknown","android","1","4.00"
"106526","4","4","4","0","Unknown","ios","3","1.00"
"106527","1","1","1","0","18-24","ios","1","4.00"
"106527","3","3","3","0","25-34","ios","0",""
"106527","1","1","1","0","35-44","android","1","2.00"
"106527","2","2","2","0","35-44","ios","1","5.00"
"106527","2","2","1","1","45-54","android","1","2.00"
"106527","1","1","1","0","45-54","ios","0",""
"106527","1","1","1","0","Unknown","ios","1","5.00"
"106528","1","1","1","0","25-34","android","1","1.00"
"106528","2","2","1","1","25-34","ios","1","4.00"
"106528","1","1","1","0","35-44","android","1","2.00"
"106528","5","5","5","0","35-44","ios","4","2.00"
"106528","1","1","1","0","45-54","android","1","5.00"
"106528","3","3","3","0","Unknown","android","1","2.00"
"106528","2","2","2","0","Unknown","ios","1","1.00"
"106529","2","2","2","0","35-44","android","2","5.00"
"106529","3","3","3","0","35-44","ios","2","3.00"
"106529","2","2","2","0","Unknown","android","2","3.50"
"106529","4","4","4","0","Unknown","ios","3","2.00"
"106530","1","1","1","0","18-24","android","1","5.00"
"106530","1","1","0","1","25-34","android","0",""
"106530","3","3","3","0","25-34","ios","3","2.33"
"106530","1","1","1","0","35-44","android","1","1.00"
"106530","3","3","3","0","35-44","ios","3","4.67"
"106530","1","1","1","0","35-44","web","0",""
"106530","1","1","1","0","Unknown","ios","1","3.00"
"106531","1","1","1","0","18-24","ios","1","4.00"
"106531","3","3","3","0","25-34","android","3","4.33"
"106531","3","3","3","0","25-34","ios","2","2.00"
"106531","1","1","1","0","35-44","android","0",""
"106531","4","4","4","0","35-44","ios","2","2.50"
"106531","1","1","1","0","45-54","android","1","2.00"
"106531","1","1","1","0","45-54","ios","1","4.00"
"106531","3","3","3","0","Unknown","android","1","4.00"
"106531","3","3","2","1","Unknown","ios","2","1.00"
"106532","1","1","1","0","25-34","android","1","1.00"
"106532","1","1","0","1","25-34","ios","0",""
"106532","1","1","1","0","35-44","android","1","5.00"
"106532","4","4","4","0","35-44","ios","1","3.00"
"106532","2","2","2","0","35-44","web","2","2.50"
"106532","1","1","1","0","45-54","android","1","2.00"
"106532","1","1","1","0","Unknown","web","1","1.00"
"106533","1","1","1","0","18-24","ios","1","1.00"
"106533","1","1","1","0","25-34","android","0",""
"106533","1","1","1","0","25-34","ios","0",""
"106533","3","3","3","0","35-44","ios","2","3.00"
"106533","2","2","1","1","35-44","web","1","3.00"
"106533","1","1","0","1","45-54","android","0",""
"106533","1","1","1","0","45-54","ios","1","3.00"
"106533","1","1","1","0","Unknown","ios","1","4.00"
"106534","1","1","1","0","18-24","android","1","5.00"
"106534","1","1","1","0","25-34","android","1","4.00"
"106534","1","1","1","0","25-34","web","1","2.00"
"106534","1","1","1","0","35-44","android","1","1.00"
"106534","4","4","4","0","35-44","ios","3","1.00"
"106534","1","1","1","0","Unknown","android","0",""
"106534","2","2","1","1","Unknown","ios","0",""
"106534","1","1","1","0","Unknown","web","0",""
"106535","2","2","1","1","25-34","android","1","3.00"
"106535","2","2","2","0","25-34","ios","2","4.50"
"106535","1","1","1","0","35-44","android","1","1.00"
"106535","1","1","1","0","35-44","ios","0",""
"106535","1","1","1","0","35-44","web","1","1.00"
"106535","2","2","2","0","Unknown","ios","2","3.00"
"106535","1","1","0","1","Unknown","web","0",""
"106536","4","4","4","0","25-34","ios","4","3.75"
"106536","1","1","1","0","35-44","ios","0",""
"106536","2","2","2","0","45-54","ios","2","1.50"
"106536","3","3","3","0","Unknown","ios","2","3.50"
"106537","3","3","3","0","18-24","ios","3","4.00"
"106537","1","1","1","0","25-34","android","1","4.00"
"106537","5","5","5","0","25-34","ios","5","3.00"
"106537","3","3","2","1","35-44","ios","1","3.00"
"106537","1","1","1","0","35-44","web","1","4.00"
"106537","3","3","2","1","Unknown","ios","1","5.00"
"106538","1","1","1","0","18-24","ios","0",""
"106538","2","2","2","0","25-34","android","1","3.00"
"106538","1","1","1","0","25-34","ios","1","5.00"
"106538","1","1","1","0","25-34","web","1","1.00"
"106538","4","4","4","0","35-44","ios","4","3.50"
"106538","1","1","1","0","35-44","web","1","1.00"
"106538","1","1","1","0","45-54","ios","1","5.00"
"106538","3","3","3","0","Unknown","android","1","3.00"
"106538","3","3","3","0","Unknown","ios","2","3.00"
"106539","1","1","1","0","18-24","ios","1","1.00"
"106539","1","1","1","0","25-34","android","1","3.00"
"106539","1","1","1","0","25-34","ios","1","4.00"
"106539","2","2","2","0","35-44","android","1","5.00"
"106539","2","2","2","0","35-44","ios","2","4.00"
"106539","2","2","2","0","45-54","ios","1","5.00"
"106539","1","1","1","0","Unknown","android","1","3.00"
"106539","1","1","1","0","Unknown","ios","0",""
"106540","1","1","1","0","18-24","android","1","1.00"
"106540","1","1","1","0","25-34","android","1","4.00"
"106540","1","1","1","0","25-34","ios","0",""
"106540","2","2","2","0","35-44","android","2","2.50"
"106540","2","2","2","0","35-44","ios","2","2.50"
"106540","1","1","1","0","Unknown","android","1","4.00"
"106540","5","5","5","0","Unknown","ios","3","2.00"
"106541","2","2","2","0","25-34","android","0",""
"106541","2","2","2","0","25-34","ios","2","3.00"
"106541","2","2","2","0","35-44","android","0",""
"106541","1","1","1","0","35-44","ios","1","2.00"
"106541","1","1","1","0","45-54","ios","1","3.00"
"106541","1","1","1","0","45-54","web","1","1.00"
"106541","2","2","2","0","Unknown","android","2","3.50"
"106541","2","2","2","0","Unknown","ios","2","2.50"
"106541","1","1","1","0","Unknown","web","0",""
"106542","1","1","1","0","18-24","ios","1","2.00"
"106542","2","2","2","0","35-44","android","2","2.50"
"106542","2","2","2","0","35-44","ios","1","5.00"
"106542","1","1","1","0","35-44","web","1","2.00"
"106542","1","1","1","0","45-54","ios","1","1.00"
"106542","2","2","1","1","Unknown","android","0",""
"106542","1","1","1","0","Unknown","ios","1","4.00"
"106542","1","1","1","0","Unknown","web","1","5.00"
"106543","2","2","1","1","18-24","android","1","4.00"
"106543","1","1","0","1","18-24","ios","0",""
"106543","1","1","1","0","18-24","web","1","4.00"
"106543","2","2","2","0","25-34","android","2","5.00"
"106543","4","4","3","1","25-34","ios","1","1.00"
"106543","1","1","1","0","35-44","android","0",""
"106543","3","3","1","2","35-44","ios","0",""
"106543","2","2","1","1","45-54","ios","1","4.00"
"106543","2","2","2","0","45-54","web","2","4.50"
"106543","1","1","1","0","Unknown","android","1","2.00"
"106543","5","5","4","1","Unknown","ios","4","3.00"
"106544","3","3","3","0","25-34","ios","3","4.33"
"106544","3","3","2","1","35-44","ios","2","3.00"
"106544","1","1","1","0","45-54","ios","1","4.00"
"106544","2","2","2","0","Unknown","android","2","2.50"
"106544","4","4","4","0","Unknown","ios","3","3.00"
"106545","1","1","1","0","25-34","ios","1","4.00"
"106545","1","1","1","0","25-34","web","1","4.00"
"106545","1","1","1","0","35-44","android","0",""
"106545","1","1","1","0","35-44","ios","0",""
"106545","2","2","1","1","45-54","android","1","5.00"
"106545","1","1","1","0","45-54","ios","1","1.00"
"106545","1","1","1","0","Unknown","android","1","1.00"
"106545","1","1","1","0","Unknown","web","1","5.00"
"106546","1","1","1","0","18-24","android","1","2.00"
"106546","2","2","1","1","18-24","ios","1","5.00"
"106546","1","1","1","0","25-34","android","1","3.00"
"106546","1","1","1","0","25-34","ios","0",""
"106546","1","1","1","0","35-44","android","0",""
"106546","5","5","5","0","35-44","ios","3","3.33"
"106546","2","2","2","0","45-54","android","1","1.00"
"106546","1","1","1","0","45-54","ios","1","4.00"
"106546","4","4","4","0","Unknown","ios","3","3.33"
"106546","1","1","0","1","Unknown","web","0",""
"106547","1","1","1","0","18-24","web","0",""
"106547","1","1","1","0","25-34","ios","1","4.00"
"106547","3","3","3","0","35-44","android","1","1.00"
"106547","1","1","1","0","45-54","ios","1","4.00"
"106547","2","2","2","0","Unknown","android","1","1.00"
"106547","1","1","1","0","Unknown","ios","1","4.00"
"106548","1","1","1","0","18-24","android","0",""
"106548","1","1","1","0","18-24","ios","0",""
"106548","1","1","1","0","25-34","android","1","4.00"
"106548","1","1","1","0","25-34","ios","1","3.00"
"106548","1","1","1","0","25-34","web","1","2.00"
"106548","1","1","1","0","35-44","android","1","3.00"
"106548","5","5","4","1","35-44","ios","2","1.50"
"106548","1","1","1","0","45-54","android","1","4.00"
"106548","1","1","1","0","Unknown","android","1","1.00"
"106548","1","1","1","0","Unknown","ios","1","2.00"
"106549","1","1","1","0","18-24","android","0",""
"106549","2","2","2","0","18-24","ios","2","4.50"
"106549","1","1","1","0","25-34","android","1","3.00"
"106549","1","1","1","0","25-34","ios","0",""
"106549","1","1","0","1","35-44","android","0",""
"106549","5","5","5","0","35-44","ios","4","2.75"
"106549","1","1","1","0","45-54","ios","1","5.00"
"106549","1","1","1","0","Unknown","ios","0",""
"106550","2","2","2","0","18-24","ios","2","3.00"
"106550","1","1","1","0","25-34","android","0",""
"106550","1","1","1","0","35-44","android","1","2.00"
"106550","2","2","1","1","35-44","ios","1","4.00"
"106550","2","2","2","0","45-54","android","2","3.00"
"106550","2","2","2","0","45-54","ios","1","1.00"
"106550","1","1","1","0","Unknown","android","0",""
"106550","6","6","6","0","Unknown","ios","4","2.75"
"106551","1","1","1","0","18-24","android","1","1.00"
"106551","1","1","1","0","18-24","web","1","1.00"
"106551","2","2","2","0","25-34","android","1","1.00"
"106551","2","2","2","0","25-34","ios","2","1.00"
"106551","3","3","2","1","35-44","ios","2","1.00"
"106551","1","1","1","0","Unknown","android","0",""
"106551","1","1","1","0","Unknown","ios","1","5.00"
"106551","1","1","1","0","Unknown","web","1","4.00"
"106552","2","2","2","0","18-24","android","1","5.00"
"106552","1","1","1","0","25-34","android","1","3.00"
"106552","4","4","4","0","25-34","ios","4","2.00"
"106552","3","3","2","1","35-44","android","2","4.00"
"106552","3","3","2","1","35-44","ios","2","3.50"
"106552","1","1","1","0","Unknown","ios","0",""
"106552","1","1","1","0","Unknown","web","1","2.00"
"106553","2","2","2","0","18-24","ios","1","1.00"
"106553","4","4","3","1","25-34","ios","2","2.00"
"106553","4","4","4","0","35-44","ios","2","1.50"
"106553","1","1","1","0","35-44","web","1","4.00"
"106553","2","2","1","1","45-54","ios","0",""
"106553","1","1","1","0","Unknown","ios","1","3.00"
"106554","1","1","1","0","18-24","web","1","1.00"
"106554","1","1","1","0","25-34","android","1","4.00"
"106554","3","3","3","0","25-34","ios","1","5.00"
"106554","4","4","4","0","35-44","android","4","3.25"
"106554","2","2","2","0","35-44","ios","2","3.00"
"106554","2","2","2","0","45-54","ios","2","3.50"
"106555","2","2","2","0","18-24","ios","1","5.00"
"106555","1","1","1","0","25-34","android","0",""
"106555","1","1","0","1","25-34","ios","0",""
"106555","1","1","1","0","25-34","web","0",""
"106555","1","1","1","0","35-44","android","0",""
"106555","1","1","1","0","35-44","web","0",""
"106555","3","3","3","0","Unknown","android","1","1.00"
"106555","2","2","2","0","Unknown","ios","1","5.00"
"106556","2","2","2","0","25-34","android","2","3.00"
"106556","1","1","1","0","25-34","ios","1","5.00"
"106556","1","1","1","0","25-34","web","0",""
"106556","1","1","1","0","35-44","android","0",""
"106556","5","5","5","0","35-44","ios","2","4.00"
"106556","1","1","1","0","45-54","android","1","1.00"
"106556","1","1","1","0","Unknown","android","1","1.00"
"106556","4","4","3","1","Unknown","ios","1","3.00"
"106556","1","1","0","1","Unknown","web","0",""
"106557","2","2","2","0","18-24","ios","2","1.50"
"106557","2","2","2","0","25-34","android","2","2.00"
"106557","2","2","2","0","25-34","ios","2","4.50"
"106557","3","3","3","0","35-44","ios","1","1.00"
"106557","1","1","1","0","35-44","web","1","3.00"
"106557","2","2","2","0","45-54","android","1","1.00"
"106557","2","2","2","0","Unknown","android","1","4.00"
"106557","3","3","2","1","Unknown","ios","2","3.00"
"106558","1","1","1","0","25-34","ios","1","4.00"
"106558","2","2","2","0","35-44","android","2","3.50"
"106558","1","1","1","0","35-44","ios","1","1.00"
"106558","1","1","1","0","45-54","web","1","4.00"
"106558","2","2","2","0","Unknown","android","2","3.50"
"106558","2","2","2","0","Unknown","ios","1","1.00"
"106559","1","1","1","0","18-24","web","0",""
"106559","1","1","1","0","25-34","ios","1","4.00"
"106559","1","1","1","0","25-34","web","1","1.00"
"106559","1","1","1","0","35-44","android","1","5.00"
"106559","3","3","2","1","35-44","ios","2","2.50"
"106559","1","1","1","0","35-44","web","1","4.00"
"106559","1","1","1","0","Unknown","android","1","4.00"
"106559","1","1","1","0","Unknown","ios","1","1.00"
"106560","1","1","1","0","25-34","android","0",""
"106560","2","2","2","0","25-34","ios","2","2.00"
"106560","2","2","2","0","35-44","ios","2","4.50"
"106560","5","5","5","0","45-54","ios","2","2.50"
"106560","2","2","2","0","Unknown","android","1","1.00"
"106560","4","4","4","0","Unknown","ios","2","1.00"
"106561","4","4","3","1","25-34","ios","2","4.00"
"106561","1","1","1","0","35-44","android","1","1.00"
"106561","1","1","1","0","35-44","ios","1","5.00"
"106561","1","1","1","0","45-54","ios","0",""
"106561","1","1","1","0","Unknown","android","0",""
"106562","1","1","1","0","25-34","android","1","1.00"
"106562","4","4","4","0","25-34","ios","3","3.67"
"106562","2","2","2","0","35-44","ios","2","5.00"
"106562","1","1","1","0","35-44","web","0",""
"106562","1","1","1","0","Unknown","android","0",""
"106562","2","2","2","0","Unknown","ios","1","5.00"
"106563","1","1","1","0","18-24","ios","0",""
"106563","1","1","1","0","25-34","android","1","5.00"
"106563","2","2","2","0","25-34","ios","1","1.00"
"106563","2","2","2","0","Unknown","ios","1","1.00"
"106564","1","1","1","0","18-24","ios","1","4.00"
"106564","1","1","1","0","25-34","android","1","5.00"
"106564","1","1","1","0","25-34","ios","1","4.00"
"106564","1","1","1","0","35-44","android","1","1.00"
"106564","3","3","3","0","35-44","ios","2","2.00"
"106564","2","2","2","0","45-54","ios","2","3.00"
"106564","1","1","1","0","Unknown","android","1","1.00"
"106564","2","2","1","1","Unknown","ios","1","4.00"
"106564","1","1","1","0","Unknown","web","0",""
"106565","1","1","1","0","18-24","android","0",""
"106565","1","1","1","0","25-34","ios","1","4.00"
"106565","3","3","3","0","35-44","android","2","3.50"
"106565","4","4","4","0","35-44","ios","2","2.50"
"106565","1","1","0","1","45-54","ios","0",""
"106565","2","2","2","0","Unknown","android","1","1.00"
"106565","1","1","1","0","Unknown","ios","0",""
"106566","2","2","2","0","18-24","android","1","3.00"
"106566","1","1","1","0","18-24","ios","1","2.00"
"106566","1","1","1","0","25-34","android","0",""
"106566","1","1","1","0","25-34","web","0",""
"106566","3","3","1","2","35-44","android","1","2.00"
"106566","3","3","2","1","35-44","ios","2","2.00"
"106566","1","1","1","0","45-54","ios","1","5.00"
"106566","1","1","0","1","45-54","web","0",""
"106566","1","1","1","0","Unknown","ios","1","5.00"
"106566","1","1","1","0","Unknown","web","1","4.00"
"106567","2","2","2","0","18-24","android","1","1.00"
"106567","1","1","1","0","18-24","ios","0",""
"106567","3","3","3","0","25-34","android","2","2.50"
"106567","2","2","2","0","25-34","ios","1","5.00"
"106567","2","2","2","0","35-44","android","1","5.00"
"106567","2","2","2","0","35-44","ios","2","3.00"
"106567","1","1","1","0","35-44","web","1","4.00"
"106567","3","3","3","0","45-54","ios","3","3.33"
"106567","2","2","2","0","Unknown","ios","2","4.00"
"106568","1","1","0","1","18-24","android","0",""
"106568","2","2","1","1","18-24","ios","0",""
"106568","1","1","1","0","25-34","android","1","5.00"
"106568","1","1","1","0","25-34","ios","0",""
"106568","2","2","2","0","35-44","android","2","3.50"
"106568","2","2","1","1","35-44","ios","1","5.00"
"106568","1","1","0","1","45-54","ios","0",""
"106568","1","1","1","0","Unknown","android","0",""
"106568","2","2","2","0","Unknown","ios","1","2.00"
"106569","2","2","2","0","18-24","ios","1","1.00"
"106569","2","2","2","0","25-34","ios","1","4.00"
"106569","2","2","2","0","35-44","ios","2","5.00"
"106569","4","4","4","0","45-54","ios","3","3.00"
"106569","1","1","0","1","Unknown","android","0",""
"106569","2","2","2","0","Unknown","ios","2","1.00"
"106570","2","2","2","0","18-24","ios","1","1.00"
"106570","1","1","1","0","25-34","ios","0",""
"106570","1","1","0","1","35-44","android","0",""
"106570","3","3","2","1","35-44","ios","2","1.00"
"106570","1","1","1","0","35-44","web","1","1.00"
"106570","2","2","2","0","45-54","ios","1","3.00"
