"user_id","unique_drivers","unique_rides","decline_count","avg_rating","lost_total_usd","gained_total_usd"
"108619","37","37","5","","107.31","625.35"
"114861","52","52","5","3.20","89.52","956.6699999999998"
"103801","31","31","5","3.60","108.52000000000001","434.43"
"109827","38","38","5","3.40","77.82000000000001","683.2799999999999"
"101035","41","41","5","","81.82","701.2100000000002"
"114722","31","31","5","2.00","87.96000000000001","539"
"106534","38","38","5","3.60","105.96000000000001","679"
"114686","53","53","5","3.00","82.47","931.51"
"103788","37","37","5","3.60","105.21","638.2600000000001"
"107310","29","29","5","1.80","79.54","491.75"
"117470","34","34","5","3.00","106.85000000000001","560.23"
"107304","46","46","5","2.80","83.96000000000001","827.7499999999999"
"104346","54","54","5","4.20","115.12","941.1399999999998"
"109914","32","32","5","","105.7","622.1999999999999"
"100214","50","50","5","3.20","88.54","938.9999999999999"
"114532","43","43","5","3.00","90.58000000000001","689.41"
"107251","39","39","5","3.60","119.80000000000001","682.18"
"114462","41","41","5","3.60","95.11","675.0200000000001"
"100102","41","41","5","","93.24","719.7699999999998"
"117445","41","41","5","2.80","105.72","700.1699999999998"
"114416","28","28","5","2.80","107.03","385.3499999999999"
"116847","43","43","5","3.20","106.03","789.83"
"105094","35","35","5","3.20","117.11999999999999","566.8000000000001"
"114358","30","30","5","4.00","120.75","475.8599999999999"
"103684","40","40","5","3.80","98.04999999999998","692.07"
"103660","50","50","5","2.40","109.78","908.4399999999998"
"114199","37","38","5","","102.11","639.1899999999999"
"109295","42","42","5","3.00","101.85","771.5399999999998"
"114118","41","41","5","3.00","97.23","717.78"
"114117","49","49","5","3.40","77.41","910.39"
"101759","42","42","5","","131.47","722.5200000000001"
"116811","44","44","5","3.00","88.02000000000001","769.6900000000003"
"108511","46","46","5","4.00","110.95","848.72"
"114040","45","46","5","3.80","108.43","856.8900000000001"
"116788","41","41","5","","100.89000000000001","730.2300000000001"
"110116","27","27","5","2.40","94.75","431.03"
"105190","39","39","5","2.80","102.10000000000001","690.81"
"110125","51","51","5","2.80","92.42999999999999","911.27"
"102632","43","43","5","4.20","97.15","716.4200000000001"
"109327","35","35","5","","75.97999999999999","571.02"
"107008","42","42","5","1.80","89.63000000000001","747.0299999999999"
"113952","37","37","5","2.60","100.34","660.5200000000001"
"106949","40","41","5","","117.49000000000001","684.1100000000001"
"106944","46","46","5","2.60","80.08","868.7800000000002"
"113789","28","28","5","","119.96000000000001","423.82000000000005"
"103534","46","46","5","4.00","125.35000000000001","830.3799999999999"
"113689","36","36","5","","115.57000000000001","650.4799999999999"
"108485","46","46","5","","98.42","841.5100000000002"
"117424","30","30","5","2.80","106.52","477.57000000000005"
"103508","32","32","5","4.00","81.66","509.96999999999986"
"113612","43","43","5","3.40","98.49","731.5300000000002"
"116621","36","36","5","3.20","99.67999999999999","661.54"
"103489","47","47","5","2.80","90.35999999999999","887.2599999999999"
"100931","32","32","5","","102.42999999999999","538.52"
"105257","36","37","5","","103.57","711.6699999999997"
"113531","29","29","5","2.80","110.44","495.55"
"104238","34","34","5","2.40","114.05999999999999","602.8299999999999"
"113489","43","43","5","2.60","96.85000000000001","712.2800000000001"
"106756","38","38","5","3.80","113.67","692.4000000000001"
"105303","35","35","5","","90.81","625.13"
"100749","46","46","5","","94.62","773.5000000000001"
"113381","38","38","5","","120.53999999999999","637.3899999999999"
"113358","39","39","5","3.40","102.12","711.4600000000002"
"100526","44","44","5","4.00","85.92","781.5699999999999"
"113336","34","34","5","","91.6","567"
"113296","47","47","5","3.80","82.58999999999999","845.0799999999999"
"108400","41","41","5","2.40","106.41","738.8399999999999"
"100748","41","41","5","3.60","109.83","735.8000000000001"
"113224","48","48","5","3.60","111.32000000000001","863.4700000000001"
"116525","49","49","5","2.40","99.73","865.8300000000002"
"113096","38","38","5","2.60","92.25","640.07"
"108324","34","34","5","","105.05999999999999","545.4300000000002"
"103798","45","45","5","","120.92999999999998","763.5299999999999"
"116405","43","43","5","2.20","107.41000000000001","775.46"
"112916","39","39","5","4.00","100.2","703.2799999999999"
"105357","29","29","5","3.60","96.78000000000002","472.98"
"117360","36","36","5","3.80","114.64999999999999","645.97"
"112811","41","41","5","","110.9","710.2399999999999"
"103299","53","53","5","3.80","106.45","993.6800000000001"
"112701","37","37","5","2.80","124.80000000000001","604.3599999999999"
"100729","27","27","5","4.00","86.83","440.10999999999996"
"106440","40","40","5","2.20","84.17","664.9200000000001"
"109423","40","40","5","1.60","88.09","649.2699999999999"
"112600","36","36","5","2.60","111.14999999999999","554.88"
"112422","27","27","5","","87.88","400.35999999999996"
"100722","32","32","5","3.20","110.35000000000001","523"
"112357","37","37","5","3.00","114","670.09"
"116393","40","40","5","4.00","87.32","749.7400000000001"
"104528","43","43","5","","93.67999999999999","850.49"
"112324","36","36","5","","83.27","582.76"
"112280","41","41","5","2.80","76.27","720"
"112276","40","40","5","2.60","114.75","685.62"
"105409","42","42","5","2.80","110.75","750.2600000000002"
"106242","36","36","5","3.00","86.57","647.5699999999998"
"100538","32","32","5","4.00","109.96","526.25"
"104179","38","38","5","3.80","117.66","726.46"
"116329","32","32","5","3.60","110.44","562.0200000000001"
"100710","43","43","5","3.00","124.00999999999999","771.3099999999998"
"104553","36","36","5","2.80","93.11000000000001","567.26"
"117330","35","35","5","3.20","102.29","614.0799999999999"
"116298","38","38","5","3.00","114.34","682.39"
"116250","35","35","5","3.00","118.83","580.8900000000001"
"103099","33","33","5","4.00","85.74","543.45"
"110519","45","45","5","","103.33","788.3599999999998"
"110524","36","36","5","2.80","85.65","628.7800000000001"
"108992","46","46","5","4.80","112.08","814.3699999999998"
"104842","40","40","5","3.20","100.24000000000001","651.9000000000001"
"103074","42","42","5","2.60","99.52","732.4"
"106024","39","39","5","","90.46000000000001","657.0400000000002"
"116212","34","34","5","2.40","88.41999999999999","597.5799999999999"
"106012","40","40","5","3.40","105.30999999999999","740.6399999999998"
"108236","38","38","5","","93.63","639.75"
"106010","33","33","5","4.00","66.8","539.6800000000001"
"111823","33","33","5","3.00","111.34","601.9200000000001"
"111725","35","35","5","","122.21000000000001","620.48"
"111693","46","47","5","2.40","74.13","793.5300000000001"
"110600","38","38","5","3.20","87.63","663.73"
"105901","37","37","5","","88.94","634.1100000000002"
"102764","33","33","5","3.80","103.89","568.3499999999999"
"105900","32","32","5","","102.85999999999999","484.50000000000006"
"111574","31","31","5","2.20","101.86","497.39000000000004"
"105865","36","36","5","2.00","99.94","616.2799999999999"
"102010","37","37","5","2.00","119.41","624.0400000000001"
"111557","58","58","5","","109.38","1060.07"
"111463","40","40","5","","95.74","608.85"
"105535","39","39","5","3.40","112.57","768.4399999999999"
"110664","38","38","5","","85.22999999999999","696.5799999999996"
"102778","47","47","5","2.80","87.22","856.9"
"104613","39","39","5","2.60","90.97","692.3899999999999"
"102938","36","36","5","3.20","108.22999999999999","552.47"
"111354","37","37","5","3.20","106.38","607.1600000000002"
"105743","40","40","5","3.00","99.42000000000002","750.2300000000001"
"111198","45","45","5","3.60","97.56","807.3299999999998"
"110161","28","28","4","3.50","75.31","532.6800000000001"
"109002","35","35","4","3.75","71.1","651.7800000000001"
"100260","50","50","4","3.25","81.29999999999998","1002.67"
"109009","49","49","4","3.00","77.17999999999999","940.3599999999999"
"104658","44","44","4","2.50","63.66","838.7799999999999"
"102326","42","42","4","4.00","97.19","772.9"
"109089","37","37","4","3.00","59.82","642.75"
"109112","38","38","4","2.75","78.92","635.54"
"109159","41","41","4","","78.2","812.9399999999998"
"102335","40","40","4","","70","724.34"
"109240","41","41","4","3.50","77.96","786.16"
"109263","39","39","4","4.50","63.08","695.4199999999998"
"109268","39","39","4","","106.56","756.03"
"109346","53","53","4","","82.65","988.3599999999999"
"102406","33","33","4","","82.09","594.17"
"109415","35","35","4","3.25","108.02999999999999","643.0200000000001"
"109435","39","39","4","","70.57","653.5400000000001"
"101120","36","36","4","3.25","88.91","632.3899999999999"
"101122","37","37","4","","73.78999999999999","615.56"
"109477","29","29","4","2.75","78.2","471.84999999999997"
"104849","31","31","4","1.00","73","527.0600000000001"
"104857","34","34","4","3.00","88.58000000000001","608.3500000000001"
"100129","39","39","4","1.50","85.85999999999999","616.0100000000001"
"101131","30","30","4","2.00","84.68","508.86"
"102498","35","35","4","","98.3","635.3100000000001"
"109550","49","49","4","","81.41","909.2099999999999"
"104883","42","42","4","2.75","82.08","714.3800000000001"
"104896","44","44","4","3.25","82.3","834.2500000000001"
"104897","32","32","4","2.00","80.84","514.47"
"109648","31","31","4","","73.47999999999999","584.91"
"109650","37","37","4","4.00","76.9","588.81"
"104926","34","35","4","","82.97999999999999","630.4999999999999"
"104931","35","35","4","3.50","73.07","619.11"
"102533","35","35","4","3.25","88.19","629.67"
"109751","43","43","4","3.25","64.4","788.8399999999998"
"109773","44","44","4","2.75","88.78","797.57"
"105010","29","29","4","","109.09","508.4300000000001"
"102549","44","44","4","2.50","99.31","829.7"
"109842","36","36","4","3.50","83.10000000000001","612.85"
"109863","31","31","4","2.75","87.88000000000001","492.93"
"102559","38","38","4","","67.51","734.9199999999998"
"109892","46","46","4","3.50","81.44","854.41"
"105050","40","40","4","2.75","79.45","803.8800000000001"
"109946","35","35","4","4.00","74.06","599.9499999999999"
"109966","35","35","4","","81.86","568.5300000000001"
"109976","32","32","4","3.00","85.95","533.9"
"105093","40","40","4","4.50","63.71000000000001","688.4899999999999"
"102603","36","36","4","2.25","65.23","665.7099999999998"
"102612","52","52","4","2.00","67.01","862.8999999999999"
"102630","35","35","4","3.50","63.71","621.7899999999997"
"110081","46","46","4","3.50","76.9","846.3699999999999"
"110082","36","36","4","2.75","93.03","605.9799999999999"
"110101","40","40","4","","78.78","757.9199999999998"
"110133","49","49","4","","79.17","881.0099999999998"
"100052","44","44","4","","80","754.1"
"105232","38","38","4","2.75","67.6","687.7200000000001"
"105241","28","28","4","3.75","92.7","518.21"
"110200","42","42","4","3.25","95.35000000000001","732.7100000000002"
"102641","38","38","4","2.25","76.32000000000001","671.3699999999999"
"110235","34","35","4","2.50","70.97","643.81"
"102658","48","48","4","","84.52000000000001","879.7099999999997"
"110254","36","36","4","2.50","87.99","658.99"
"105333","46","46","4","","74.75999999999999","818.1199999999998"
"105335","35","35","4","2.00","92.16","566.3299999999999"
"110307","36","36","4","3.75","82.38","672.6699999999997"
"101237","40","40","4","","68.17","703.81"
"110331","37","37","4","3.00","87.28999999999999","648.1600000000001"
"110338","42","42","4","3.00","94.92","762.7899999999998"
"110370","33","33","4","1.25","93.56","565.58"
"102710","35","35","4","3.00","81.05000000000001","612.8699999999999"
"110426","35","35","4","","81.66","614.48"
"110430","47","47","4","","86.72999999999999","761.63"
"102720","39","39","4","3.75","74.69","726.4799999999998"
"101247","40","40","4","3.25","55.64000000000001","702.0400000000002"
"105422","37","37","4","","92.79","669.42"
"110474","41","41","4","4.25","98.16","731.4399999999999"
"105432","32","32","4","2.00","82.91999999999999","562.5600000000001"
"102734","36","36","4","","70.85","633.9700000000001"
"110491","42","42","4","","81.21000000000001","793.6099999999997"
"102741","29","29","4","3.00","85.42999999999999","497.65999999999997"
"105448","45","45","4","2.75","98.97","817.1899999999999"
"105473","34","34","4","","84.71","576.89"
"105486","47","47","4","","89.3","886.3500000000001"
"110567","51","51","4","3.50","84.98","837.7599999999999"
"110575","35","35","4","3.50","85.96000000000001","587.5500000000001"
"110617","38","38","4","3.75","77.60000000000001","691.9100000000002"
"110627","46","46","4","3.00","83.05","909.1000000000001"
"110648","38","38","4","2.50","89.31","656.51"
"102779","40","40","4","","71.06","800.1799999999998"
"105547","39","39","4","2.75","79.4","759.34"
"100325","53","53","4","4.25","70.57000000000001","1074.94"
"110789","39","39","4","3.50","93.12","643.6600000000002"
"110793","38","38","4","2.50","47.580000000000005","691.9899999999999"
"105579","38","38","4","4.00","74.23","672.4800000000002"
"110799","42","42","4","","85.69","722.8700000000002"
"105607","40","40","4","4.75","79.85","697.0599999999998"
"110872","35","36","4","3.75","78.02000000000001","645.8300000000003"
"110884","34","34","4","3.25","72.44","592.4500000000002"
"100655","45","45","4","1.75","63.4","742.2"
"110927","38","38","4","","101.14999999999999","692.2399999999999"
"105637","35","35","4","3.25","57.41","652.73"
"110969","31","31","4","3.50","70.62","521.2"
"100661","38","38","4","3.25","86.46","737.82"
"111017","50","50","4","3.75","59.12","943.1100000000002"
"111034","40","40","4","4.00","94.06","696.2900000000001"
"111041","30","30","4","","78.85999999999999","497.64"
"102854","39","39","4","2.25","106","682.4000000000001"
"100341","39","39","4","3.75","67.37","604.7199999999999"
"100670","40","40","4","","78.36","736.84"
"111107","25","25","4","","76.70000000000002","435.23999999999995"
"111121","35","35","4","2.25","85.71000000000001","559.5699999999999"
"105706","39","39","4","","86.36","690.5000000000001"
"111165","45","45","4","5.00","64.33","801.6800000000001"
"105715","41","41","4","3.50","77.25999999999999","727.5"
"100674","33","33","4","","74.65","592.5900000000001"
"111194","38","39","4","3.50","88.08","664.7"
"111203","41","41","4","","81.52","673.85"
"111207","40","40","4","2.50","100.11000000000001","745.1800000000001"
"111210","41","41","4","3.25","70.33","731.9700000000001"
"111216","28","28","4","3.75","74.34","452.25"
"111234","38","38","4","3.75","70.61","733.6300000000001"
"111249","47","47","4","1.50","80.94999999999999","850.0900000000004"
"105759","45","45","4","3.00","92.52000000000001","878.93"
"111320","44","44","4","3.75","64.86","825.8299999999999"
"102937","33","33","4","","87.96","589.4900000000001"
"111443","33","33","4","2.00","71.7","573.6800000000001"
"111466","43","43","4","4.00","69.09","834.08"
"111479","41","41","4","4.75","83.27000000000001","792.4299999999998"
"111487","29","29","4","3.00","92","494.94"
"105830","27","27","4","","55.17","431.2"
"111527","37","37","4","2.25","95.52","665.71"
"101369","39","39","4","3.00","64.16","718.93"
"102987","45","45","4","2.75","80.98","849.8900000000001"
"100016","47","47","4","4.00","68.07","792.3199999999999"
"105893","34","34","4","2.75","95.03","548.3499999999999"
"105894","44","44","4","3.50","72","811.9200000000003"
"105903","42","42","4","","63.43","739.44"
"111647","41","41","4","2.75","89.03","791.8100000000002"
"111675","43","43","4","","74.46000000000001","769.4499999999999"
"111689","40","40","4","2.25","86.6","741.7600000000001"
"105930","38","38","4","4.00","82.44","676.93"
"111729","32","32","4","2.00","85.13000000000001","592.22"
"111745","43","43","4","2.75","66.83","767.6400000000001"
"105941","48","48","4","3.50","80.44999999999999","917.0100000000001"
"105946","47","47","4","","80.7","840.5099999999999"
"105954","39","39","4","3.25","82.50999999999999","719.3099999999998"
"111782","35","36","4","3.00","66.86","629.5900000000003"
"111797","46","46","4","4.00","69.61000000000001","852.3599999999999"
"111798","33","33","4","1.50","75.18","584.9399999999998"
"105959","40","40","4","","91.03999999999999","726.8499999999999"
"100692","40","40","4","4.50","52.53","674.57"
"111854","33","33","4","3.25","75.16","581.61"
"111862","44","44","4","3.75","60.61","809.9599999999999"
"111880","34","34","4","2.00","71.26","616.3600000000001"
"106031","43","43","4","","80.09","742.7199999999998"
"111893","45","45","4","4.00","88.64","853.4399999999998"
"111904","38","38","4","","73.39","717.33"
"111930","48","48","4","","81.08000000000001","885.5600000000003"
"111932","38","38","4","3.50","82.13000000000001","696.9800000000002"
"106073","34","34","4","","79.21000000000001","585.61"
"103075","38","38","4","4.00","72.34","706.83"
"103081","30","30","4","","87.67","554.7500000000001"
"106158","44","46","4","2.75","100.67","875.6999999999997"
"103086","41","41","4","","92.97","712.2399999999999"
"112104","32","32","4","","64.36","606.1499999999999"
"103091","45","45","4","3.50","64.65","820.7099999999999"
"112123","28","28","4","","68.92","431.55999999999995"
"112140","37","37","4","3.50","85.6","669.4100000000001"
"106216","42","42","4","3.50","87.21000000000001","740.2999999999998"
"103128","32","32","4","2.75","71.31","558.86"
"112220","25","25","4","","81.17","421.26"
"106246","35","35","4","1.75","64.57","602.95"
"112248","39","39","4","3.50","103.24","671.56"
"106266","40","40","4","2.50","79.4","699.9499999999999"
"106280","36","36","4","3.75","62.73","683.2800000000001"
"112313","31","31","4","","58.589999999999996","581.4"
"103148","40","40","4","4.75","61.49","694.3700000000003"
"103158","25","25","4","3.75","86.17999999999999","398.31"
"112350","53","53","4","","63.92","986.1700000000001"
"106310","37","37","4","2.75","94.51999999999998","661.7700000000001"
"112368","34","34","4","3.50","69.75","582.8799999999999"
"112375","39","39","4","","65","731.45"
"112387","43","43","4","2.00","76.85","802.8799999999998"
"103164","49","49","4","","69.63","842.7400000000002"
"103182","37","37","4","1.75","89.07000000000001","714.68"
"112413","39","39","4","3.25","79.44999999999999","714.6500000000001"
"106339","40","40","4","3.50","89.52000000000001","699.85"
"106342","35","35","4","","100.68","627.4399999999999"
"106373","36","36","4","2.75","88.88000000000001","620.3400000000001"
"101542","34","34","4","2.25","103.05","646.4699999999999"
"101546","41","41","4","","84.3","705.2100000000002"
"103232","39","39","4","3.00","90.09","712.2899999999998"
"112536","44","45","4","2.00","58.91","846.89"
"112537","31","31","4","2.25","76.87","526.47"
"112549","34","34","4","2.25","86.45","624.4"
"103249","45","45","4","3.50","79.5","847.9300000000003"
"112576","44","44","4","","68.47","727.26"
"112577","38","38","4","3.00","90.65","680.2500000000001"
"106396","34","34","4","2.75","67.22","567.2299999999999"
"106407","42","42","4","","93.46","731.2200000000001"
"112597","32","32","4","5.00","91.80000000000001","564.5900000000003"
"112645","41","41","4","2.25","81.57","659.8000000000002"
"112653","39","39","4","","85.97000000000001","731.7999999999998"
"101596","37","37","4","","80.76","636.36"
"101610","27","27","4","2.50","70.44","482.1600000000001"
"112705","40","40","4","2.00","88.87","700.6099999999998"
"112729","46","46","4","","63.71","834.88"
"112777","38","38","4","","73.86","641.9200000000002"
"112830","43","43","4","","101.08","799.91"
"106493","37","37","4","3.25","79.18","636.1599999999999"
"112865","54","54","4","2.00","95.16","948.5900000000001"
"106501","39","39","4","","83.42999999999999","741.3000000000001"
"103317","47","47","4","3.00","75.61","936.45"
"103322","37","37","4","2.50","63.239999999999995","629.8000000000001"
"106519","36","36","4","3.50","73.57000000000001","669.6199999999999"
"103329","36","36","4","3.00","81.88999999999999","683.1300000000001"
"100739","34","35","4","2.00","69.67999999999999","631.1599999999999"
"106558","38","38","4","","77.65","645.6999999999998"
"101632","49","49","4","3.25","80.91","835.2499999999998"
"113035","40","40","4","3.00","62.89","631.9800000000001"
"113045","39","39","4","3.50","67.56","638.5100000000001"
"113050","36","37","4","3.75","74.72","689.6799999999997"
"113053","39","39","4","","79.84","662.5300000000001"
"100350","33","33","4","3.25","71.2","571.5999999999999"
"113105","38","38","4","2.75","75.89999999999999","713.12"
"103382","41","41","4","3.50","81.89000000000001","793.5199999999999"
"113195","38","38","4","2.75","87.42999999999999","663.2800000000001"
"103400","22","22","4","3.75","77.8","394.64"
"106641","35","35","4","","75.13","596.0099999999998"
"113211","30","30","4","3.00","82.99000000000001","519.63"
"106642","35","35","4","3.25","74.49000000000001","669.02"
"100171","47","47","4","4.50","92.24000000000001","892.1000000000003"
"101666","47","47","4","","87.03999999999999","895.7199999999998"
"106673","38","38","4","1.75","83.89999999999999","658.43"
"113261","38","38","4","5.00","92.58","681.78"
"106682","49","49","4","","89.39","844.07"
"113312","35","35","4","1.50","71.07","646.49"
"106686","43","43","4","","76.62","792.8899999999999"
"113329","26","26","4","","72.9","456.45000000000005"
"113331","36","36","4","2.25","89.89","644.81"
"106705","38","38","4","3.25","78.83","715.6199999999999"
"103429","42","42","4","","84.63","782.3800000000001"
"103436","28","28","4","2.75","74.50999999999999","452.8099999999999"
"101686","46","46","4","3.50","65","874.1300000000002"
"100752","40","40","4","3.00","74.56","697.6200000000001"
"106770","39","39","4","","75.78","741.8800000000001"
"106793","21","21","4","","56.68000000000001","350.53999999999996"
"103491","37","37","4","","61.8","671.8100000000002"
"103522","38","38","4","5.00","90.24000000000001","682.87"
"106859","40","40","4","4.00","79.79","733.5000000000001"
"106860","37","37","4","4.00","79.6","697.5000000000002"
"106880","38","38","4","","79.86000000000001","661.4900000000001"
"106894","41","41","4","","63.96","750.2"
"113754","46","46","4","3.50","84.18","893.8399999999999"
"103537","37","38","4","","86.97","632.2299999999999"
"113784","31","31","4","2.00","92.13","570.9800000000001"
"106960","44","44","4","3.75","100.11","780.9300000000001"
"103544","33","33","4","3.00","87.73","491.03999999999985"
"113864","43","43","4","4.25","57.86","774.8899999999999"
"106969","35","35","4","2.75","86.28","581.78"
"113909","44","44","4","4.00","70.98","818.7599999999999"
"113911","38","38","4","3.00","51.81","706.62"
"114026","34","34","4","1.50","81.5","579.5600000000001"
"114044","35","35","4","","87.02000000000001","604.2700000000001"
"114089","38","38","4","","83.78999999999999","684.53"
"103609","33","33","4","","81.7","534.2199999999999"
"114174","32","32","4","2.75","75.18","596.7099999999999"
"100020","32","32","4","","61.39","535.3900000000001"
"107079","30","30","4","2.00","87.05","548.71"
"107086","28","28","4","3.50","78.53999999999999","498.95"
"100792","39","39","4","3.25","69.31","754.8099999999998"
"114278","36","36","4","","70.81","630.69"
"107118","43","43","4","3.25","72.07000000000001","745.1399999999999"
"107136","46","46","4","3.50","86.7","863.76"
"103690","41","41","4","","81.57","740.15"
"114340","20","20","4","4.00","74.35","314.56"
"114383","27","27","4","2.75","77.99000000000001","460.17999999999995"
"114426","38","38","4","","96.04","722.82"
"114429","31","31","4","2.75","76.63","516.92"
"114445","42","42","4","","74.85","788.5199999999998"
"114524","36","36","4","3.00","77.33","681.36"
"114547","44","44","4","","91.21000000000001","839.6499999999999"
"114566","35","35","4","2.75","84.86","593.2000000000002"
"114578","30","30","4","2.50","83.35999999999999","537.7899999999998"
"103787","39","39","4","4.50","72.11","739.94"
"114649","27","27","4","3.75","94.03","510.06"
"114752","40","40","4","1.00","93.14","774.2700000000001"
"107363","38","38","4","3.50","69.57000000000001","704.1099999999998"
"114797","34","34","4","3.00","82.34","594.58"
"114820","53","53","4","2.00","96.80999999999999","1039.21"
"114859","29","29","4","","73.08","500.36"
"114862","28","28","4","3.25","74.19","483.75"
"114885","36","36","4","1.00","104.65","630.1800000000001"
"107441","42","42","4","2.00","67.85","758.6600000000001"
"107442","42","42","4","","73.82","765.6500000000001"
